entity_id,entity_name,entity_type,country,sanction_source,sanction_category,reason_for_sanction,risk_level,pep_flag,fraudster_flag,blacklist_flag,regulatory_reference,effective_date,expiry_date,status,created_at,updated_at
SANC-10020,Jennifer Martinez,Organization,Brazil,EU_SANC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,HIGH,TRUE,TRUE,TRUE,REG-REF-525,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10021,David Anderson,Organization,Singapore,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-565,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10022,Patricia Williams,Entity,Australia,EU_SANC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-261,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10023,Karen Martinez,Individual,India,OFAC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-255,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10024,Sarah Taylor,Individual,France,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,TRUE,TRUE,TRUE,REG-REF-246,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10025,Michael Taylor,Individual,United States,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,FALSE,TRUE,TRUE,REG-REF-468,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10026,Patricia Garcia,Vessel,Canada,UN_SC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,HIGH,FALSE,TRUE,TRUE,REG-REF-244,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10027,Mary Miller,Organization,Canada,UK_HMT,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,FALSE,TRUE,TRUE,REG-REF-846,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10028,John Davis,Organization,United States,OFAC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-836,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10029,Linda Martinez,Organization,France,EU_SANC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-795,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10030,John Martinez,Entity,Singapore,OFAC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-961,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10031,Karen Rodriguez,Entity,Australia,OFAC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,HIGH,TRUE,TRUE,TRUE,REG-REF-456,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10032,Patricia Jackson,Organization,United States,OFAC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-900,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10033,Elizabeth Martin,Entity,Brazil,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,TRUE,TRUE,TRUE,REG-REF-712,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10034,William Jackson,Individual,Singapore,UN_SC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-416,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10035,Elizabeth Rodriguez,Individual,India,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-111,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10036,Robert Gonzalez,Entity,Germany,UN_SC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,FALSE,TRUE,TRUE,REG-REF-859,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10037,John Garcia,Individual,India,UN_SC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,TRUE,TRUE,TRUE,REG-REF-121,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10038,James Lopez,Vessel,Singapore,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-851,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10039,David Jones,Entity,United Kingdom,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-340,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10040,Sarah Jackson,Vessel,Brazil,EU_SANC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-394,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10041,Elizabeth Williams,Entity,United Kingdom,EU_SANC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-308,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10042,Jessica Thomas,Individual,Australia,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-814,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10043,Patricia Garcia,Individual,Singapore,UN_SC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,TRUE,TRUE,TRUE,REG-REF-812,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10044,Patricia Smith,Organization,Canada,EU_SANC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-168,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10045,David Martin,Vessel,Canada,UK_HMT,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,TRUE,TRUE,TRUE,REG-REF-657,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10046,Elizabeth Miller,Entity,UAE,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-222,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10047,Robert Martin,Entity,United Kingdom,EU_SANC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,FALSE,TRUE,TRUE,REG-REF-813,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10048,Jennifer Lopez,Individual,Brazil,EU_SANC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,TRUE,TRUE,TRUE,REG-REF-533,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10049,Elizabeth Miller,Vessel,Brazil,EU_SANC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,HIGH,FALSE,TRUE,TRUE,REG-REF-219,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10050,Jennifer Jones,Organization,Australia,OFAC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,HIGH,FALSE,TRUE,TRUE,REG-REF-372,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10051,Patricia Jones,Entity,UAE,UK_HMT,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,TRUE,TRUE,TRUE,REG-REF-769,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10052,David Martinez,Vessel,UAE,UK_HMT,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-974,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10053,Patricia Brown,Organization,United States,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,FALSE,TRUE,TRUE,REG-REF-761,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10054,John Rodriguez,Individual,Singapore,EU_SANC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-972,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10055,Richard Thomas,Vessel,India,UK_HMT,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,FALSE,TRUE,TRUE,REG-REF-973,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10056,Thomas Miller,Individual,UAE,UK_HMT,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,FALSE,TRUE,TRUE,REG-REF-327,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10057,Mary Miller,Entity,France,OFAC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,FALSE,TRUE,TRUE,REG-REF-435,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10058,Michael Thomas,Vessel,France,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,FALSE,TRUE,TRUE,REG-REF-319,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10059,James Miller,Vessel,United States,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-440,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10060,John Smith,Entity,France,UK_HMT,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,FALSE,TRUE,TRUE,REG-REF-776,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10061,Thomas Anderson,Individual,United States,UN_SC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-829,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10062,William Johnson,Individual,India,OFAC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,HIGH,FALSE,TRUE,TRUE,REG-REF-623,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10063,Thomas Martinez,Entity,UAE,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,TRUE,TRUE,TRUE,REG-REF-575,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10064,John Thomas,Individual,Canada,UK_HMT,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-626,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10065,Robert Brown,Vessel,India,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,FALSE,TRUE,TRUE,REG-REF-780,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10066,Jennifer Williams,Individual,Brazil,EU_SANC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,TRUE,TRUE,TRUE,REG-REF-911,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10067,Karen Gonzalez,Vessel,United States,UK_HMT,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,TRUE,TRUE,TRUE,REG-REF-229,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10068,Sarah Martin,Entity,UAE,UK_HMT,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,FALSE,TRUE,TRUE,REG-REF-667,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10069,Mary Martinez,Entity,Brazil,OFAC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,HIGH,FALSE,TRUE,TRUE,REG-REF-329,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10070,John Rodriguez,Individual,Australia,OFAC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,FALSE,TRUE,TRUE,REG-REF-106,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10071,Patricia Jackson,Individual,Australia,EU_SANC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-370,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10072,Barbara Rodriguez,Organization,Australia,UN_SC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-878,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10073,Linda Gonzalez,Vessel,Singapore,OFAC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,TRUE,TRUE,TRUE,REG-REF-166,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10074,Jessica Wilson,Individual,Germany,UN_SC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,FALSE,TRUE,TRUE,REG-REF-159,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10075,James Brown,Individual,UAE,UK_HMT,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,HIGH,FALSE,TRUE,TRUE,REG-REF-812,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10076,Richard Gonzalez,Individual,France,UK_HMT,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-179,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10077,Elizabeth Wilson,Vessel,United Kingdom,UK_HMT,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,TRUE,TRUE,TRUE,REG-REF-475,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10078,Elizabeth Wilson,Vessel,Brazil,UN_SC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,FALSE,TRUE,TRUE,REG-REF-484,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10079,Susan Anderson,Vessel,France,UN_SC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-150,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10080,John Martin,Vessel,France,UN_SC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-235,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10081,James Williams,Organization,India,UK_HMT,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-145,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10082,Patricia Rodriguez,Entity,Germany,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,TRUE,TRUE,TRUE,REG-REF-149,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10083,Susan Smith,Entity,Singapore,UN_SC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,FALSE,TRUE,TRUE,REG-REF-995,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10084,Jessica Davis,Vessel,Germany,OFAC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-937,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10085,Mary Lopez,Vessel,Canada,EU_SANC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,TRUE,TRUE,TRUE,REG-REF-733,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10086,Patricia Davis,Entity,Brazil,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,FALSE,TRUE,TRUE,REG-REF-990,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10087,Karen Smith,Entity,United States,OFAC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,FALSE,TRUE,TRUE,REG-REF-337,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10088,Patricia Martin,Individual,United Kingdom,EU_SANC,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-704,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10089,Richard Davis,Organization,UAE,EU_SANC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-556,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10090,Robert Hernandez,Individual,Germany,UN_SC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,FALSE,TRUE,TRUE,REG-REF-713,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10091,James Johnson,Organization,Singapore,EU_SANC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,HIGH,TRUE,TRUE,TRUE,REG-REF-679,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10092,Thomas Lopez,Organization,Germany,UN_SC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,FALSE,TRUE,TRUE,REG-REF-275,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10093,David Jackson,Individual,Germany,UK_HMT,Narcotics Trafficking,Involvement in illicit finance networks linked to Narcotics Trafficking.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-984,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10094,David Martinez,Organization,Brazil,UK_HMT,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-261,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10095,Joseph Williams,Vessel,Singapore,EU_SANC,Cyber Crime,Involvement in illicit finance networks linked to Cyber Crime.,HIGH,FALSE,TRUE,TRUE,REG-REF-865,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10096,David Thomas,Vessel,Australia,OFAC,Terrorism Financing,Involvement in illicit finance networks linked to Terrorism Financing.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-537,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10097,Joseph Taylor,Entity,United Kingdom,EU_SANC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,TRUE,TRUE,TRUE,REG-REF-474,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10098,Barbara Lopez,Vessel,India,UN_SC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,HIGH,TRUE,TRUE,TRUE,REG-REF-307,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
SANC-10099,Sarah Garcia,Organization,Australia,EU_SANC,Proliferation,Involvement in illicit finance networks linked to Proliferation.,CRITICAL,FALSE,TRUE,TRUE,REG-REF-865,2023-01-15,2028-12-31,ACTIVE,2023-01-15 00:00:00,2026-01-01 00:00:00
