beneficiary_id,receiver_account,receiver_name,bank_name,country,risk_rating,fraud_link_count,sanction_match_flag,created_at
BENE_3720b2434b7e47e3ac8aa2f6e1ec4c75,GB42QZPK75483044396415,Michael Smith,Reese LLC Bank,Bulgaria,Low,0,False,2024-07-28 22:06:24.325639
BENE_c03b7b62bbbe445c8348fa21e8a653d7,GB71SBTH44261744288276,Sean Oconnell,"Rios, Rosario and Miller Bank",Bosnia and Herzegovina,Medium,0,False,2025-12-26 22:06:24.326196
BENE_f1540745ee48426296bd749bd4568343,GB17UARX00600500269433,George Walsh,Lopez and Sons Bank,Pitcairn Islands,High,1,False,2025-01-16 22:06:24.326196
BENE_ed962f62704d45abbc5542c6c2791ee2,GB35XMLB94094895479264,Gina Morgan,Davidson-Chambers Bank,Andorra,High,0,False,2025-01-21 22:06:24.326196
BENE_5943b2605bec496db7b8f77dfc4a21fe,GB19MCUW92519175643162,Susan Williams,"Hill, Boyd and Clark Bank",Cyprus,Low,0,False,2023-10-14 22:06:24.327204
BENE_443439386f6e40b7aa31905194b3c23e,GB89AXRH63924649339934,Brittany Norman,"Ballard, Moore and Cook Bank",Cyprus,High,0,False,2026-02-25 22:06:24.327204
BENE_12cb01e13a7740d289e616156362b52d,GB32VADI07387809713174,Katie Zimmerman,Neal-Jones Bank,Switzerland,Low,0,False,2026-02-02 22:06:24.327204
BENE_e1938e3b76f244f5a6379d0c893b3983,GB38PCSJ61732698796649,Laura Jordan,Mcguire Ltd Bank,Angola,Low,0,False,2024-10-02 22:06:24.328205
BENE_234c99a236144050a2952447fdab3f9a,GB12HFUL69447028875800,Mark Wade,Adams Ltd Bank,El Salvador,Low,1,False,2023-11-16 22:06:24.328205
BENE_9178540624264aa0a8e25d3a6ca3657c,GB57HRDS37965084801985,Theresa Martin,"Blake, Evans and Galvan Bank",China,Low,0,False,2024-01-21 22:06:24.328205
BENE_fa2f3f52ec5e4712b693083b9522eb37,GB62SMEF85406782637352,Lisa Hall,Perez-Mitchell Bank,Guatemala,High,1,False,2026-02-06 22:06:24.328205
BENE_b9b73a76ef8c470dba291186b0e8e41f,GB32LLMU03020805680285,Donald Sims,Nelson Inc Bank,Cambodia,Low,1,False,2024-10-07 22:06:24.329238
BENE_c6bbbdd1142c439cb42c697886f7a16d,GB45FVQL04061880471786,Eric Mitchell,Howard and Sons Bank,Belarus,Low,0,False,2025-02-04 22:06:24.329238
BENE_daa175d4d3464f05a7ce6bd7ce863ba0,GB77WUZI42540604378221,Isabella Nunez,Olsen-Davis Bank,Mayotte,Critical,6,True,2025-05-13 22:06:24.329238
BENE_765f5f5474e9416d87449aedd9909a3c,GB54LSAM75925667349090,Sydney Vargas,Ramirez Group Bank,Austria,Low,0,False,2024-08-03 22:06:24.329238
BENE_6868ef921606497fb0d92932ae34c595,GB61SWMP67817674997679,Dylan Dyer Jr.,Reynolds-Wagner Bank,Panama,High,0,False,2024-07-28 22:06:24.329238
BENE_74ac2c25bd724ba6b634be24c58d9a4b,GB76OHNH33341892091448,Mia Long,"Morrison, Brooks and Fox Bank",Samoa,Low,0,False,2023-09-26 22:06:24.329238
BENE_8afc17d91cc44759a90f3e7a16cda6ab,GB29EOKJ18730855846528,Mr. Philip Brown,Cox-Murphy Bank,Angola,Medium,0,False,2024-01-10 22:06:24.330784
BENE_442fdeb26843457e84d2ef250b5f4ec3,GB05KCYU51720135308071,Bryan Sweeney,Garcia Inc Bank,Germany,Low,0,False,2026-01-09 22:06:24.330784
BENE_799d8df9308c4d00b7ab37cd551f59e2,GB05TUNF01202825015055,Diana Franklin,"Mendez, Cross and Aguilar Bank",Iraq,Low,0,False,2025-11-11 22:06:24.330784
BENE_24e4cfe3f1694950891ce65e045f0db7,GB14MOWY35127612863516,Sarah Strickland PhD,"Rodriguez, Hammond and Neal Bank",Albania,Medium,1,False,2025-11-09 22:06:24.331824
BENE_9b776737583947428a1e72cb5345ce2a,GB45WFSM28355555355396,Jason Mitchell,"Lester, Chavez and Martin Bank",Rwanda,Low,0,False,2025-07-23 22:06:24.331824
BENE_47a783ac64d6411a8f747b45a3c86ba7,GB84RVCQ34700253946895,Ricky Price,"Hudson, Fisher and Potter Bank",Belgium,Low,0,False,2025-06-13 22:06:24.332365
BENE_aa5d4e2ca07b48439bdba04a4d84fe63,GB88KGRO72242884070801,Lynn Hensley DVM,Scott-Cherry Bank,Turkey,Low,0,False,2025-12-29 22:06:24.332365
BENE_4b8c1aaa45f849aea1cec24d9d746c9a,GB23ELQT77404396847031,Anne Goodwin,Rose and Sons Bank,Kenya,Low,0,False,2025-01-10 22:06:24.332365
BENE_09278bfe72a540d7961a1d441dcaab9c,GB04IXXL14309128692876,Lisa Dyer,"Goodwin, Wilson and Richardson Bank",Mexico,Medium,0,False,2024-03-28 22:06:24.333405
BENE_0ddac2937ccf482a8cc64a92762cec33,GB58UVKY04246178826960,Anthony Ward,Price Group Bank,Ukraine,Medium,0,False,2024-09-13 22:06:24.333405
BENE_a03f70ef430241fa95b7de96dbe2c129,GB95EGPI78432726701598,Jeffery Cross,"Velazquez, Martin and Sharp Bank",Kyrgyz Republic,Low,0,False,2024-09-20 22:06:24.333405
BENE_c1bc5572dec04adf8b25459b6b5ddeaa,GB33RQGU59159630895787,Jason Cook,Eaton Ltd Bank,Saudi Arabia,High,0,False,2024-11-17 22:06:24.333405
BENE_092a3a98cacd42fca5934cf08b04ec4d,GB04FAPB30054830305232,Matthew Johnson,Harris-Sanders Bank,Greece,Low,0,False,2026-01-17 22:06:24.334422
BENE_af20e52ed5434589b602140e07c6ff4e,GB93ZMPD01951418481243,Sharon Hays,Anderson LLC Bank,Congo,Low,0,False,2025-01-13 22:06:24.334422
BENE_5837e9e38e9c43da9473283ac9b53399,GB44OWWZ93770666129879,Mary Richardson,"Hawkins, Griffith and Bradley Bank",Saint Lucia,Medium,1,False,2025-05-17 22:06:24.334422
BENE_bdc643d4ec6a4cb291e1e1b25bff37fe,GB74SWUV99955796514946,Daniel Ward,"Johnson, Davis and Baker Bank",Guinea-Bissau,High,1,False,2024-08-16 22:06:24.335405
BENE_5a0670e975924cf6a21a92be7cc609d6,GB25TZDU93383183488486,Elizabeth Mcdonald,Hall-Lloyd Bank,Belarus,Low,0,False,2025-09-24 22:06:24.335405
BENE_74b27953302c40c3a70fe22d88ca367b,GB86RQCK03785857384543,Maria Hogan,Brown Group Bank,United States Virgin Islands,Low,1,False,2024-06-19 22:06:24.335405
BENE_3038ad26b0ec4197a97f330c55c14cdc,GB39EEOI17620819205785,Jennifer Torres,Thomas-Galloway Bank,Seychelles,Low,1,False,2024-03-13 22:06:24.335405
BENE_d3b45a79ea074706bfb86a9893692652,GB06UHJT87632286520413,Christopher Johnson,"Beasley, Jimenez and Gallegos Bank",Sri Lanka,Low,0,False,2025-02-20 22:06:24.336372
BENE_043d01efb85146eabf0b30d1aa7d8ade,GB64KUWD05094977254029,Faith Wright,"Ryan, Jackson and Allen Bank",Algeria,High,1,False,2023-12-04 22:06:24.336372
BENE_ce2eb219329544a0895bf39b4445d44b,GB89BJDJ59102748975243,Carolyn Joyce,Trevino-Shah Bank,Chile,High,0,False,2025-12-04 22:06:24.336372
BENE_a85b580da6224d4ab5b900793a8e0ceb,GB35ANTN83130998786279,Jessica Patel,Huynh and Sons Bank,Turkey,High,1,False,2024-12-07 22:06:24.337405
BENE_768a17e98e224ca4a90cf0730426ad11,GB11ZPFG73943421206255,Cheryl Beasley,Hunter Inc Bank,Spain,Low,0,False,2025-09-19 22:06:24.337405
BENE_c4448bfdda21433495598592b8144244,GB94CWBS05544914137983,Robert White,Parker-Bryant Bank,Kuwait,High,0,False,2024-02-24 22:06:24.337405
BENE_c34b71c855d04012834018d863c8c838,GB15KHBG34996608756625,Erin Blair,Reynolds-Jones Bank,Somalia,Low,0,False,2024-08-29 22:06:24.337405
BENE_67aac1b4d412462e8a460727f92e940f,GB59HTBI59927893831602,Brian Arnold,"Proctor, Hubbard and Grimes Bank",Peru,Low,0,False,2025-03-01 22:06:24.338405
BENE_c71ef8b04abd45b69bd34332c4fce411,GB85CCNW79652432654346,Deborah Washington,Parker-Dalton Bank,Benin,Low,0,False,2024-12-24 22:06:24.338405
BENE_dd61a7cba1f644a29e1d8ab4fee06147,GB96FXFD22611238476999,Christopher Pope,Miller Ltd Bank,Timor-Leste,Low,0,False,2025-06-22 22:06:24.338405
BENE_1dcb212089874a47b6b8564f057044f4,GB57KFWW34862977347492,Mr. David Baker,"Duke, Smith and Clark Bank",Tanzania,Low,0,False,2024-07-17 22:06:24.339405
BENE_57532b1716214c23ad2bcfba47fa3209,GB69RFBK32265776079648,James Warren,Mcknight-Gonzalez Bank,Dominican Republic,Low,0,False,2025-09-19 22:06:24.339405
BENE_233e955b60434e14b88c98f144c39ce8,GB07WHQT41994288702686,Elizabeth Martin,"Cross, Ward and Williams Bank",Bhutan,Low,0,False,2024-11-07 22:06:24.339405
BENE_11de9098c99242169dbf529380958f39,GB66TMCJ04503872475488,Karen Miles,"Mccormick, Dominguez and Cruz Bank",Northern Mariana Islands,High,0,False,2024-08-06 22:06:24.339405
BENE_d172d361ee3d4ee9bf213af2d207dba0,GB34HEJB74361584564637,Brittany Steele,Barber and Sons Bank,Solomon Islands,Medium,0,False,2024-12-21 22:06:24.339405
BENE_f79d78276b9948aebffdf4bc98d69bdd,GB45PBNY70703930662747,William Cannon,Meyer-Conner Bank,Malta,High,0,False,2026-02-25 22:06:24.340946
BENE_f0902d2125344df18dd3f7d8dd346190,GB21WAXY20861383339578,William Brewer,Brooks and Sons Bank,Tunisia,Low,0,False,2025-09-27 22:06:24.340946
BENE_8076df54ffb14700b9de867701b9844e,GB86FLPR40902638001137,Mark Hall,Castro Group Bank,Timor-Leste,Medium,0,False,2025-09-21 22:06:24.340946
BENE_2205f091455a41d7addf14455c5bb6dd,GB18SUAY01424316340891,Laura Logan,"Cain, Baker and Harvey Bank",Barbados,High,0,False,2024-10-27 22:06:24.340946
BENE_dcccbfcb0f2949b88e9ca6224439bfa6,GB96IUJQ21474841238042,Barbara Cox,"West, Mayo and Williams Bank",Niue,High,0,False,2025-06-13 22:06:24.341986
BENE_cae1aa4571db478ea76b839ae6e87efd,GB21UIEE36163643515369,Michael Hanson,White Inc Bank,Belarus,Medium,0,False,2025-09-14 22:06:24.341986
BENE_91b9388e111144c6affec76821e38c0f,GB67BWQU27481044309478,Stephanie Martin,Barnett-Jones Bank,Norway,Medium,0,False,2024-12-20 22:06:24.342493
BENE_9dc48d1a6d454771819beb4b7bbe4027,GB84QIXE75814911715993,Deborah Taylor,"Holmes, Sanders and Mcneil Bank",Uganda,Low,0,False,2023-11-29 22:06:24.342493
BENE_1799b92134bf4a12988234e133a93395,GB10NVMF38534021873763,Rita Hensley,Smith-Anderson Bank,Dominica,Low,0,False,2024-08-30 22:06:24.342493
BENE_e36166ff3b8d4c17a785b3b83ae26319,GB18RFCO45331453215808,Jon Welch,Carter and Sons Bank,Tanzania,High,0,False,2024-02-21 22:06:24.342493
BENE_a316af7d97024f8cb5c7dfe99856d0c7,GB16TPQJ26090620133577,Charles Johnston,Brown-Becker Bank,Hong Kong,High,0,False,2024-08-10 22:06:24.342493
BENE_9682ed29da804dc499d95fe0823d43d8,GB52NSHS26852343008731,Steven Johnston,"Anderson, Williams and Thomas Bank",South Georgia and the South Sandwich Islands,Low,1,False,2023-12-10 22:06:24.344061
BENE_11c62816fa964ca1b1ed316469baef1d,GB72RZHL02997167144455,Brandon Hines,Parks Group Bank,Jersey,High,0,False,2025-10-29 22:06:24.344061
BENE_d78364c0c4f2452f9d8b01d5b9f53803,GB27XNIA68286700626356,Dr. Alexis Fleming DVM,Davis and Sons Bank,Peru,Medium,0,False,2025-04-09 22:06:24.344061
BENE_58bb85d364824d12b53ddc282ac16cf6,GB29ORVQ74224242534866,Nathan Hamilton,"Silva, West and Miller Bank",Iraq,High,1,False,2025-08-10 22:06:24.344061
BENE_ea07070ec85c4423b0fdc5f5edd801fd,GB47DRPL08167795133245,Justin Baxter,Montgomery Ltd Bank,Burundi,Critical,5,True,2025-12-07 22:06:24.344061
BENE_9baa19c064fc48e7b56f2365bf3271c9,GB76CFTX19981385255116,Christina Robinson,"Barker, Griffin and Reeves Bank",Central African Republic,Low,0,False,2024-02-27 22:06:24.345102
BENE_e7ed38b458a34ae29a59982f87155606,GB83HMQL15164920104912,Bobby Lopez,Brown LLC Bank,Brunei Darussalam,Low,0,False,2025-05-03 22:06:24.345102
BENE_0bd89af99e3f4dcda8571ba551131321,GB50KSBS33427105090897,Mr. Terry Fox DDS,Bryant and Sons Bank,Austria,High,0,False,2024-04-06 22:06:24.345102
BENE_78731b24c85a40a9b2a2cdc5e08bcf79,GB62KJFI31632540436511,Jennifer Wade,"Martin, Shaw and Bryant Bank",Liechtenstein,Medium,1,False,2023-10-14 22:06:24.346104
BENE_0929deab2c754df6a45638b60f387d85,GB61JBNO79185438115074,Mitchell Thompson,"Lopez, Reese and Jones Bank",Cyprus,High,1,False,2025-11-25 22:06:24.346104
BENE_c31b793ad3c94c27ae3b067d779b8ab8,GB89GNWT63047633985834,Justin Fisher,Ruiz Group Bank,Bulgaria,High,0,False,2024-04-06 22:06:24.346104
BENE_ef970706543e40a5925f2cbd61858c16,GB44VDGP84326003429286,Ashley Hall,Green and Sons Bank,Serbia,High,0,False,2025-02-09 22:06:24.346104
BENE_1f674b0ac4d5466398a84fd38329002e,GB39LFTR96961850288703,Maria Hensley,Jefferson Group Bank,Kazakhstan,High,0,False,2024-01-01 22:06:24.347101
BENE_abaf8eb3a1484bca992ca4afdbf351d2,GB58XLTJ69603314094403,Dale Flores,Day-Estrada Bank,Saint Barthelemy,High,1,False,2025-05-02 22:06:24.347101
BENE_ee7b10b6c4df4bf98f7124d68fa72697,GB52RLNV39075250377765,Keith Hall,"Nguyen, Valdez and Sanchez Bank",Congo,High,0,False,2025-08-14 22:06:24.347101
BENE_745c0bc086944ca7953a785921aed973,GB64IFUN21543853041887,Ethan Casey,Martinez Ltd Bank,Falkland Islands (Malvinas),Medium,0,False,2026-02-12 22:06:24.348106
BENE_8f80c353a4804a5380a11d6257427874,GB89UGSW21853703074272,Anthony Harris,"Monroe, Duran and Grant Bank",Tunisia,Medium,0,False,2025-09-17 22:06:24.348106
BENE_985a36fd150942d2a26385f64db9fe77,GB08QXBP59383926325038,Lisa Sullivan,Mosley-Wong Bank,Norfolk Island,Medium,0,False,2024-04-10 22:06:24.348106
BENE_0268cf06fa0f4014b392e40a66cbaf17,GB67TQZA34985205736477,Jane Jacobs,Bell and Sons Bank,Serbia,Medium,0,False,2023-12-23 22:06:24.348106
BENE_0444adbf9e0447b28521167895bac034,GB59IHBW94581085858253,Connie Petersen,"Adams, Frederick and Meadows Bank",Central African Republic,Low,0,False,2025-10-22 22:06:24.349101
BENE_4325a6a84e88475f8c4065388c5c7868,GB35JXSS36883762650764,Tammy Scott,"Lewis, Conley and Mcbride Bank",Micronesia,Low,0,False,2025-06-25 22:06:24.349101
BENE_58002faf12794cee82bb035235fa3446,GB91BFPA94854541491168,Robert Holden,"Wise, Jordan and Rose Bank",Nauru,Low,1,False,2026-02-08 22:06:24.349101
BENE_74782e47c2e6421da092e57f4b1ee3c7,GB89LYXL83192927302945,David Baker,Payne-Carter Bank,Nicaragua,Medium,1,False,2024-04-13 22:06:24.350101
BENE_b2dd9491d9894e8dbc3e3111098106a6,GB36FCXM59315399000811,Michael Hanson,"Richards, Harrison and Melton Bank",Tunisia,Low,0,False,2025-03-24 22:06:24.350786
BENE_8cd9fca206ec4c729b82dcca6737c8f1,GB24OINU29429217590390,Jeffrey Zimmerman,Robinson PLC Bank,Russian Federation,Low,0,False,2025-03-30 22:06:24.350786
BENE_e625cec17b8146a1a60f461534382fd1,GB47EQWZ45373263773430,Shelley Pope,Stafford LLC Bank,Bangladesh,Low,0,False,2025-12-21 22:06:24.351313
BENE_44827c134be94d708c20d2458e5dc11a,GB39PPKW54370695459596,Randall Scott,"Brown, Baker and Solis Bank",Cook Islands,Low,1,False,2026-02-20 22:06:24.351313
BENE_46c50eb46a0b4bc886e98b51867f8c94,GB26LAAM00022585664603,Todd Coffey,Dunn Group Bank,Netherlands Antilles,Low,0,False,2025-01-15 22:06:24.351313
BENE_9897963b530a452d802d922f4a92e62a,GB52VLET67824984348816,Michael Little,Martinez-Moreno Bank,France,Low,0,False,2023-10-19 22:06:24.351313
BENE_b1a11f64eee74b8fa39e7cc0161c66ac,GB98XDHA25626083593994,David Torres,"Green, Greene and Thomas Bank",Gibraltar,Medium,1,False,2023-09-29 22:06:24.352354
BENE_2a77cfa1da7740c49495f5625f4772b8,GB61JTKH30050682616359,Jennifer Logan,Anderson and Sons Bank,Portugal,Low,0,False,2025-04-09 22:06:24.352354
BENE_e2c84966a2d144f49165c7fa387d553a,GB02XHMU01872812961357,Tommy Porter MD,"Greene, Williamson and Ramirez Bank",Iraq,Low,0,False,2024-10-14 22:06:24.352354
BENE_66c19ee3375f403ea2038f535cffeee4,GB79HLLO85038944991261,Miranda Ross,Hernandez LLC Bank,Svalbard & Jan Mayen Islands,Low,0,False,2025-05-15 22:06:24.353355
BENE_db68b757cf9a4966830431a94d19228e,GB46EYEO18518619571414,Kelly Owens,Carpenter-Scott Bank,Gibraltar,High,0,False,2023-11-15 22:06:24.353355
BENE_1ff01c5ccf2542d2b3bd3ee141ec8aed,GB70GAYE21517513592468,Darryl Davis,Odonnell Inc Bank,Bulgaria,Low,1,False,2024-05-22 22:06:24.353355
BENE_903ad4ddcbca48c4b6cb05e27369faab,GB39VZXC78428948796555,Vanessa Johnson,"Phillips, Vasquez and Young Bank",Namibia,Medium,0,False,2023-11-21 22:06:24.353355
BENE_49b08be2bbf74c18a57f6e7ca482a7b1,GB04WCCL57630657032619,Daniel Ayers,"Larson, Sanders and Hall Bank",South Africa,Low,0,False,2024-10-11 22:06:24.354354
BENE_635026723c2c4fc189f14f41a58b177d,GB48MSHF69280722298124,Sara Vazquez,"Sosa, Benson and Fowler Bank",Ukraine,High,1,False,2025-02-21 22:06:24.354354
BENE_d5dd5d04471a49c6ab7785760c3fad08,GB78KHVN04855673953874,Elizabeth Williams,"Knapp, King and Riddle Bank",Denmark,Low,0,False,2025-01-23 22:06:24.354354
BENE_599035e56fa846a49e1cf6ddfa4638cf,GB69TXOG69117557421730,Cheyenne Cobb,"Smith, Warren and Campbell Bank",Comoros,Medium,0,False,2024-02-23 22:06:24.355355
BENE_6c34b6fdcefe4cb88dbcb0ee8e7f52cd,GB80BUPP39247652538630,Erika Lyons,Lewis-Miller Bank,Costa Rica,Low,0,False,2026-02-27 22:06:24.355355
BENE_2722b2ce18344f51a41285298e9f337d,GB36UDAZ19973791574882,Travis Lane,Jennings-Hendricks Bank,Bulgaria,Low,0,False,2026-02-08 22:06:24.355355
BENE_d9fa311b6fda401b984972b81f69316d,GB23RALV25722385132899,Jennifer Page,Clayton-Marquez Bank,China,Low,0,False,2025-04-24 22:06:24.356354
BENE_bc66a2a3b30a4a6f93559498acb817cf,GB66EQPO12772323216787,Daniel Carroll,Powell-Carpenter Bank,Honduras,High,0,False,2025-04-08 22:06:24.356354
