entity_id,entity_name,entity_type,country,sanction_source,sanction_category,reason_for_sanction,risk_level,pep_flag,fraudster_flag,blacklist_flag,regulatory_reference,effective_date,expiry_date,status,created_at,updated_at
SANC_a3da6b35c9894a01b63dd1b98d89d946,Timothy Pham,Vessel,Saint Vincent and the Grenadines,UKHM,Narcotics,Environment skin blue the teach.,Critical,True,False,True,REG-2021-632,2025-05-27,2027-11-29,Active,2025-03-15 22:06:22.677270,2026-03-08 22:06:22.677270
SANC_6ffbb3c5f9134731bba9b3a8c86fdb6c,Velasquez Group,Vessel,North Korea,EU,Cyber Crime,Figure somebody dinner age cover foreign.,Critical,True,False,True,REG-2025-421,2023-11-28,2025-04-03,Active,2025-02-26 22:06:22.677270,2026-05-01 22:06:22.677270
SANC_3a46112c81564a7186b92ac0f0708a11,Rasmussen LLC,Vessel,Mayotte,UN,Regime Sanctions,Political hundred wonder movie voice boy.,Critical,True,True,True,REG-2024-780,2025-04-10,2028-03-03,Active,2025-02-11 22:06:22.677270,2026-05-17 22:06:22.677270
SANC_aa369c7ae20446e2b130f6f5660e078e,Carpenter LLC,Organization,Uganda,OFAC,Cyber Crime,Board its rock.,Critical,True,False,True,REG-2025-721,2023-12-28,2026-04-17,Active,2025-07-18 22:06:22.677270,2026-04-13 22:06:22.677270
SANC_4f6c30313ba246b6864fd9c7b8fcf1b7,Obrien-Dixon,Vessel,Nauru,EU,Terrorism Financing,Tonight couple and job mind southern.,Critical,False,True,True,REG-2022-788,2024-02-07,2025-08-28,Active,2025-12-16 22:06:22.677270,2026-06-05 22:06:22.677270
SANC_a5358c4a21b84309900384d50cee6c51,Natalie Lambert,Organization,Bermuda,OFAC,Regime Sanctions,Issue we TV perhaps professional by.,Critical,True,False,True,REG-2024-509,2024-11-23,,Active,2025-03-31 22:06:22.677270,2026-03-12 22:06:22.677270
SANC_e0359118cbc84d97b9974835ec3cad0c,Eric Ortiz,Individual,Mayotte,EU,Narcotics,Recent never court professor here security.,Critical,True,True,True,REG-2021-567,2025-05-08,,Active,2025-07-07 22:06:22.678277,2026-03-15 22:06:22.678277
SANC_7831f566d5944060b8ddd8085835f65f,"Carroll, Sullivan and Bass",Vessel,Bermuda,UN,Regime Sanctions,Expert involve oil pressure let.,Critical,False,True,True,REG-2024-560,2023-10-22,,Active,2025-10-26 22:06:22.678277,2026-03-19 22:06:22.678277
SANC_a57ff07154ae49e7abb7cc35e25ffab3,Kayla Leon,Vessel,Nauru,EU,Cyber Crime,Probably exist professional people.,Critical,True,False,True,REG-2022-378,2024-05-17,2026-11-21,Active,2026-01-19 22:06:22.678277,2026-05-22 22:06:22.678277
SANC_0e8cf73a39d549ef88e61ffd6ae713e2,Nicole Chambers,Organization,Russia,EU,Narcotics,Southern challenge animal worker particularly.,High,False,False,True,REG-2023-655,2023-08-20,2024-10-21,Active,2025-11-16 22:06:22.678277,2026-04-16 22:06:22.678277
SANC_6e012cc4cf8d4e5ba6db4891a76e233d,Jason Soto,Vessel,Russia,OFAC,Regime Sanctions,Responsibility himself hundred challenge reach.,Critical,True,False,True,REG-2023-871,2025-01-25,2027-03-30,Active,2025-05-30 22:06:22.678277,2026-03-05 22:06:22.678277
SANC_5683101540644c4fa0f5fb938db8af41,Osborne and Sons,Vessel,Burundi,UKHM,Narcotics,Sound receive let newspaper.,Critical,False,False,True,REG-2021-498,2025-05-02,2028-03-27,Active,2025-08-06 22:06:22.679275,2026-03-08 22:06:22.679275
SANC_6e0952e931ba4c1ca19039ff20dc7451,Joyce Solis,Organization,Falkland Islands (Malvinas),OFAC,Regime Sanctions,Write other wear through partner rest measure.,High,True,False,True,REG-2022-987,2025-05-21,2026-07-11,Active,2025-10-19 22:06:22.679275,2026-04-21 22:06:22.679275
SANC_3f108e04012844a2a1f77b684e60cb8e,Jill Moore,Organization,Philippines,UN,Regime Sanctions,Late seem style everyone sing machine dream.,Critical,False,False,True,REG-2021-581,2025-03-15,,Active,2025-05-29 22:06:22.679275,2026-06-02 22:06:22.679275
SANC_047647aa7e7442cc9753755fe0e0fcd9,Reeves and Sons,Organization,Burundi,OFAC,Terrorism Financing,From throw ball character him.,High,True,True,True,REG-2021-736,2024-05-15,,Active,2025-12-27 22:06:22.680281,2026-04-09 22:06:22.680281
SANC_9a98265bba3d41e5bcea0a1e7713f37a,"Lewis, Perry and Rivera",Vessel,Czech Republic,UKHM,Cyber Crime,Indeed deal information toward once receive task.,Critical,True,True,True,REG-2022-418,2023-10-05,,Active,2026-02-16 22:06:22.680281,2026-04-30 22:06:22.680281
SANC_3d3ef856e49a41929a1dea3f7fdf4f13,"James, Smith and Bell",Organization,Uganda,EU,Terrorism Financing,Table well industry section national owner.,High,True,False,True,REG-2025-924,2025-01-23,,Active,2025-05-16 22:06:22.681282,2026-06-03 22:06:22.681282
SANC_22b1980930bf4dd8a9360d202960a0e4,Don Tucker MD,Organization,North Korea,UN,Terrorism Financing,Right subject try wonder move trade.,Critical,True,False,True,REG-2024-208,2023-11-27,2025-12-01,Active,2025-04-10 22:06:22.681282,2026-04-11 22:06:22.681282
SANC_8e7abd58ca6940e198209139b743770c,"Alvarado, Miller and Patterson",Organization,Ecuador,UN,Regime Sanctions,Consider employee force lawyer front they everything.,Critical,False,False,True,REG-2023-972,2024-09-10,,Active,2026-01-16 22:06:22.681282,2026-05-04 22:06:22.681282
SANC_d203095675474f3b94828e93da1ca806,King-Miller,Individual,Benin,UKHM,Cyber Crime,See appear weight.,High,False,False,True,REG-2022-599,2025-03-16,,Active,2025-10-20 22:06:22.682280,2026-04-26 22:06:22.682280
SANC_74edc5ec276f4c51b5a5e9753fee984d,Rachael Pearson,Vessel,Russia,UN,Terrorism Financing,Wear current after.,High,True,True,True,REG-2024-600,2023-11-30,2025-08-02,Active,2025-03-13 22:06:22.682786,2026-04-09 22:06:22.682786
SANC_045aefe3c95a48ec9cff6da8b40baac7,Martinez Ltd,Organization,Benin,OFAC,Terrorism Financing,Nor design record short.,Critical,True,False,True,REG-2022-413,2023-10-05,2025-10-16,Active,2025-07-02 22:06:22.682786,2026-03-30 22:06:22.682786
SANC_c4dedcb26a2d4abf9746e44e481c843e,"Lawson, Adkins and Wilson",Organization,Syria,UN,Cyber Crime,Who blue agent find.,Critical,False,False,True,REG-2023-336,2023-10-17,,Active,2025-11-23 22:06:22.682786,2026-04-29 22:06:22.682786
SANC_93f02c53a86b48e997d9840d6ea37282,Jaime David,Vessel,Russia,EU,Narcotics,Away real physical big significant.,High,False,False,True,REG-2025-878,2024-11-16,2026-09-01,Active,2026-01-09 22:06:22.683792,2026-05-15 22:06:22.683792
SANC_e309f2056f654bac91f279ee381c3501,Renee Hogan,Organization,Ecuador,UN,Terrorism Financing,Site girl into have media game support.,High,False,True,True,REG-2021-666,2025-03-30,,Active,2025-12-27 22:06:22.683792,2026-03-19 22:06:22.683792
SANC_d8ccfdf22dec4a6b97b5007888bf1ff4,Garcia-Yu,Organization,Saint Vincent and the Grenadines,OFAC,Cyber Crime,Religious itself safe whole establish space Mrs.,Critical,False,False,True,REG-2023-288,2025-03-08,2026-11-21,Active,2025-06-30 22:06:22.683792,2026-05-25 22:06:22.683792
SANC_e696b58262dd47469c1a7a58ddb17bf5,Graham-Simon,Organization,Nauru,OFAC,Terrorism Financing,Focus early various everything late.,High,True,False,True,REG-2021-354,2024-06-18,,Active,2025-02-03 22:06:22.684794,2026-04-16 22:06:22.684794
SANC_1f2541c089f24990a0547adf4f9d642f,Hudson-Barnett,Vessel,Burundi,UKHM,Regime Sanctions,Agreement surface consider deep something future.,Critical,False,False,True,REG-2023-682,2025-01-11,2027-09-27,Active,2025-02-16 22:06:22.684794,2026-05-27 22:06:22.684794
SANC_4390dc76687a43d89af824452ef91e6a,"Haynes, Hill and Smith",Individual,Iran,EU,Cyber Crime,Beat result major serve real.,High,True,True,True,REG-2022-665,2025-04-22,,Active,2026-02-28 22:06:22.684794,2026-04-17 22:06:22.684794
SANC_6dad3145dfa2452aac647dc80d259993,Joan Smith,Vessel,Nauru,UN,Terrorism Financing,Develop reality fill ok list.,High,False,False,True,REG-2024-172,2024-10-22,2026-07-19,Active,2025-04-15 22:06:22.685794,2026-03-25 22:06:22.685794
SANC_e4a7df48d1f741de90d0526b0ecd9eba,Coleman-Reese,Individual,Mayotte,OFAC,Narcotics,Goal law fill discover return firm.,High,False,True,True,REG-2021-161,2024-07-25,,Active,2025-09-25 22:06:22.685794,2026-03-24 22:06:22.685794
SANC_b2e4e9c95f0e42f68cd73092664a263d,"Tapia, Vaughn and Lee",Vessel,Bosnia and Herzegovina,UKHM,Terrorism Financing,Everybody operation set others wonder strategy fast.,Critical,False,False,True,REG-2023-612,2025-01-06,2027-03-30,Active,2026-01-19 22:06:22.685794,2026-03-24 22:06:22.685794
SANC_876eb4158a3145b9b6c7882f85ac5545,Adrian Ferguson,Organization,Syria,UN,Cyber Crime,Animal approach factor want point.,High,True,True,True,REG-2025-701,2024-03-15,2027-02-01,Active,2025-10-15 22:06:22.686794,2026-03-27 22:06:22.686794
SANC_49b2583882ff47e3a7e8021fd3f9abb9,Shane Andrews MD,Individual,Nauru,UKHM,Cyber Crime,Future whole education technology box assume.,High,False,False,True,REG-2021-581,2025-01-13,2026-12-20,Active,2025-09-18 22:06:22.686794,2026-03-15 22:06:22.686794
SANC_1a381c7cdfbc497eba5f919f98cab4c2,Mark Brown,Individual,Philippines,UKHM,Regime Sanctions,Specific we be easy.,Critical,False,True,True,REG-2024-190,2024-06-24,2026-05-21,Active,2026-01-01 22:06:22.686794,2026-03-02 22:06:22.686794
SANC_852db0db24cb4af6997d9d559c9522f6,Lisa Gibbs,Vessel,Northern Mariana Islands,UKHM,Regime Sanctions,Simply herself training father open.,High,True,False,True,REG-2025-874,2024-08-15,2026-11-10,Active,2025-02-05 22:06:22.686794,2026-06-02 22:06:22.686794
SANC_0f22bffa211f4663aefc281a5e44ca96,Marc Lynch,Vessel,Falkland Islands (Malvinas),UN,Regime Sanctions,Way debate decision produce.,Critical,True,True,True,REG-2025-918,2024-05-07,,Active,2025-12-10 22:06:22.687794,2026-04-30 22:06:22.687794
SANC_324abdb2e697488a82fc476478ff6d92,Thompson Inc,Vessel,Mayotte,OFAC,Narcotics,Able late order fact.,High,False,True,True,REG-2022-610,2023-10-08,2025-08-01,Active,2025-06-14 22:06:22.687794,2026-03-10 22:06:22.687794
SANC_e5278ea83c7f4d35a5b324a988eba918,Douglas Heath,Organization,Nauru,EU,Regime Sanctions,Reach under skin person.,High,False,True,True,REG-2025-620,2023-12-05,2025-04-22,Active,2026-01-25 22:06:22.687794,2026-05-04 22:06:22.687794
SANC_30ffb89861ba430e915b140fa134d53b,Coleman PLC,Organization,Philippines,UN,Terrorism Financing,Positive training step author coach.,Critical,False,False,True,REG-2022-557,2024-11-03,2026-10-22,Active,2025-09-12 22:06:22.687794,2026-03-30 22:06:22.687794
SANC_087a9362eda445a7a9c19f02a8c71139,"Curry, Carroll and Roberts",Organization,Benin,UN,Narcotics,Light fight I evening.,High,False,True,True,REG-2024-144,2024-02-02,2026-05-31,Active,2025-03-05 22:06:22.687794,2026-04-21 22:06:22.687794
SANC_8b78cbd5c25d4ca899490e69b094a8c1,Bobby Williams MD,Vessel,Iran,EU,Regime Sanctions,Page ago director purpose team onto.,High,True,False,True,REG-2021-995,2024-08-01,2025-11-11,Active,2025-06-05 22:06:22.688795,2026-04-11 22:06:22.688795
SANC_964ea8e3b35749c79470f8954fe8643b,Miss Debra Williams PhD,Individual,Mayotte,EU,Terrorism Financing,Million kind everything young job sport why.,Critical,False,False,True,REG-2025-809,2023-06-25,2024-09-14,Active,2025-09-14 22:06:22.688795,2026-03-14 22:06:22.688795
SANC_8e6287bb25054f1e88d272496ec494b3,Ortiz-Morris,Organization,Philippines,UKHM,Terrorism Financing,Tax form really explain.,High,True,False,True,REG-2022-864,2024-06-08,,Active,2026-01-10 22:06:22.688795,2026-03-03 22:06:22.688795
SANC_a5df164c67dd47fe9f7483021250d5a0,"Johnson, Miller and King",Individual,Benin,EU,Cyber Crime,Wife identify method write.,High,True,False,True,REG-2021-400,2024-04-15,2026-06-30,Active,2025-12-17 22:06:22.688795,2026-05-08 22:06:22.688795
SANC_7707c2a398a44060bd2974365dc4a0df,"Murray, Brown and Stone",Vessel,North Korea,EU,Narcotics,Series personal service data near until just recognize.,High,True,False,True,REG-2025-799,2024-10-31,,Active,2025-05-07 22:06:22.689794,2026-05-21 22:06:22.689794
SANC_8bb27730b18747eca77ec4f8b18f31aa,Mark Lloyd,Vessel,Saint Pierre and Miquelon,UKHM,Cyber Crime,Financial add impact different.,High,False,False,True,REG-2025-261,2023-09-11,,Active,2025-09-06 22:06:22.689794,2026-03-25 22:06:22.689794
SANC_9a28a744bfcc4fdcacf33066d61886bb,Julia Wilson,Organization,Russia,UN,Regime Sanctions,Marriage respond meeting event.,Critical,True,False,True,REG-2024-209,2025-03-23,,Active,2025-05-13 22:06:22.689794,2026-04-24 22:06:22.689794
SANC_f251c69f871d48848b006c56053ca08a,Baird-Sanchez,Vessel,Bosnia and Herzegovina,OFAC,Regime Sanctions,Certain course out second carry attorney significant.,Critical,True,True,True,REG-2025-863,2025-03-18,2027-01-05,Active,2025-01-28 22:06:22.689794,2026-05-10 22:06:22.689794
SANC_0d82113aad3d4795961fd1ed42bfa65b,Morgan-French,Organization,Burundi,EU,Cyber Crime,Star executive fear only your.,High,True,True,True,REG-2023-907,2025-04-02,2027-11-16,Active,2025-08-27 22:06:22.689794,2026-03-07 22:06:22.689794
SANC_ac5433c6d3094a5a9cb63131681151ed,Jill Washington,Organization,Philippines,UKHM,Narcotics,Necessary myself lay focus country recently.,High,True,False,True,REG-2025-613,2024-06-23,2025-12-08,Active,2025-10-21 22:06:22.690794,2026-04-08 22:06:22.690794
SANC_8993b468a6db440e8f1f2a8016252014,Hall-Rowe,Organization,Syria,UN,Terrorism Financing,Fish list tree.,Critical,True,True,True,REG-2022-980,2024-08-26,2027-07-17,Active,2025-08-10 22:06:22.690794,2026-03-29 22:06:22.690794
SANC_e51f9e31a25f49e4ae8a0cfd1bae1426,Matthew Hoover,Organization,Northern Mariana Islands,UN,Terrorism Financing,Manager already maybe opportunity.,Critical,False,False,True,REG-2025-490,2024-03-31,2026-04-15,Active,2026-01-05 22:06:22.690794,2026-03-14 22:06:22.690794
SANC_d0525fe33d144f07873964c3fb407b21,Ryan Garcia,Individual,Bermuda,UN,Narcotics,Address century that wide avoid sit enter.,High,False,False,True,REG-2024-219,2025-04-14,,Active,2026-02-10 22:06:22.690794,2026-05-01 22:06:22.690794
SANC_9915a566ba9d44af8ad1744fe9406ba8,"Sanders, Miller and Murphy",Individual,Saint Vincent and the Grenadines,EU,Narcotics,Here first responsibility service their along attention.,Critical,False,False,True,REG-2025-529,2024-10-05,2026-03-12,Active,2025-08-01 22:06:22.690794,2026-03-17 22:06:22.690794
SANC_75d9e0de5c354f4eb022af385568d43f,Donna Perez,Organization,Bermuda,UKHM,Cyber Crime,Its better plant their.,High,False,True,True,REG-2024-555,2024-10-11,2026-10-17,Active,2026-01-10 22:06:22.691793,2026-03-13 22:06:22.691793
SANC_3aa3e5b33bc54537829db223c0085419,Elijah Johnson,Vessel,Saint Vincent and the Grenadines,OFAC,Regime Sanctions,Someone fall hear certainly most not.,Critical,True,True,True,REG-2024-193,2024-05-18,2027-03-06,Active,2025-04-08 22:06:22.691793,2026-03-24 22:06:22.691793
SANC_b282b58b18254552bda1a9d0340f73a7,Jackson Inc,Individual,Philippines,EU,Narcotics,That people drive tree central leave effect effort.,High,True,True,True,REG-2025-321,2025-02-13,2026-10-09,Active,2025-09-14 22:06:22.691793,2026-05-21 22:06:22.691793
SANC_1f84fe3edec74387ac6a7baf4afa4e08,Santana-Byrd,Vessel,Northern Mariana Islands,UN,Narcotics,Available war write federal.,High,False,True,True,REG-2021-776,2023-06-16,2024-10-27,Active,2026-02-22 22:06:22.691793,2026-04-24 22:06:22.691793
SANC_28928bffeab94ec187925f6222b71d8d,"Wright, Bruce and Gonzalez",Individual,Antarctica (the territory South of 60 deg S),UN,Terrorism Financing,Table blood high grow fast recognize.,High,False,True,True,REG-2022-859,2024-05-03,2025-08-27,Active,2025-02-13 22:06:22.691793,2026-05-31 22:06:22.691793
SANC_1f8a0fd5a96844e0a753c63219d8ea0d,Mary Hill,Organization,Jamaica,OFAC,Regime Sanctions,Ten sing wind treat seat strategy total.,High,True,False,True,REG-2024-758,2023-06-26,2024-08-26,Active,2025-06-29 22:06:22.693115,2026-04-18 22:06:22.693115
SANC_83bc9bafc7bb4bf9b38b1380228cc8af,Lisa Gomez,Individual,Nauru,UKHM,Terrorism Financing,Per question return process stuff.,High,False,True,True,REG-2021-229,2025-01-31,,Active,2025-04-11 22:06:22.693115,2026-03-26 22:06:22.693115
SANC_a3954b0a13b94ef89833228dbf18b904,Berger Ltd,Organization,Uganda,UN,Regime Sanctions,Final kid often.,Critical,True,True,True,REG-2025-838,2024-10-08,2026-12-22,Active,2025-07-13 22:06:22.693661,2026-05-10 22:06:22.693661
SANC_5667f0e4fb674a7e9083dbca36ef0ff5,Theodore Murphy,Organization,Uganda,UKHM,Terrorism Financing,Compare car much will most tree.,Critical,False,False,True,REG-2023-483,2024-12-28,2027-12-01,Active,2025-07-02 22:06:22.693661,2026-05-31 22:06:22.693661
SANC_f663edf7110f4bddbcba744797b4684d,Thomas Raymond,Individual,Anguilla,UKHM,Terrorism Financing,Second full boy while cell.,Critical,True,True,True,REG-2025-675,2025-03-15,2028-01-30,Active,2025-12-29 22:06:22.693661,2026-04-17 22:06:22.693661
SANC_5510945466cc4956ae1da5bb92f0a3a3,Misty Whitney,Vessel,Mayotte,OFAC,Cyber Crime,Hand so add Mr lawyer pull public.,Critical,False,True,True,REG-2025-619,2023-12-01,,Active,2025-03-30 22:06:22.693661,2026-04-08 22:06:22.693661
SANC_7aadd7e5f0804a9e989bf9471653d747,Mark Watson,Individual,Saint Vincent and the Grenadines,UN,Terrorism Financing,Likely people wall foreign particular.,Critical,True,False,True,REG-2025-885,2024-09-05,2027-05-26,Active,2025-03-21 22:06:22.693661,2026-03-18 22:06:22.693661
SANC_fa85b5d038974c319b1c69a71835699a,Reid Group,Vessel,North Korea,UN,Terrorism Financing,Power bring animal also you.,High,False,False,True,REG-2023-459,2024-10-24,,Active,2025-12-18 22:06:22.693661,2026-03-28 22:06:22.693661
SANC_facbce6aa19e4bd883e5fea009f8455e,Young PLC,Individual,Falkland Islands (Malvinas),OFAC,Terrorism Financing,Home he we recent.,High,False,False,True,REG-2024-449,2023-09-07,,Active,2025-09-23 22:06:22.694668,2026-03-08 22:06:22.694668
SANC_8416730b4b1a4aad811782708248243d,Patrick Moore,Vessel,Bermuda,OFAC,Terrorism Financing,Pressure street past voice evidence real.,High,True,True,True,REG-2021-378,2024-08-01,2026-10-09,Active,2025-06-26 22:06:22.694668,2026-03-23 22:06:22.694668
