receiver_account,receiver_name,bank_name,country,risk_rating,fraud_link_count,sanction_match_flag,created_at
ACC3436297208,Nancy Mitchell,Wells Group Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC9370133343,Ashley Oconnell,"Ellis, Greene and Charles Bank",UAE,LOW,0,False,2026-06-08 12:00:00
ACC3464975279,Marilyn Duarte,"Allen, Peters and Johnson Bank",United States,LOW,2,False,2026-06-08 12:00:00
ACC8084809436,Thomas Mcdonald,"Wade, Luna and Odom Bank",Singapore,LOW,0,False,2026-06-08 12:00:00
ACC6094037570,Larry Payne,Michael-Wiggins Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC5800746936,Michael Griffin,Shaw Ltd Bank,UAE,MEDIUM,0,False,2026-06-08 12:00:00
ACC3109688769,Joshua Reed,Summers Ltd Bank,India,LOW,1,False,2026-06-08 12:00:00
ACC2941508568,David Mitchell,Morales PLC Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC9532273208,Elijah Kelly,Smith-Morales Bank,UAE,MEDIUM,0,False,2026-06-08 12:00:00
ACC7623575561,Teresa Spencer,"Goodwin, Dunn and Adams Bank",UAE,LOW,2,False,2026-06-08 12:00:00
ACC3738900744,Christina Allen,"Ward, Mcdowell and Simon Bank",UAE,MEDIUM,1,False,2026-06-08 12:00:00
ACC5231112087,Jessica Porter,"Cole, Gardner and Rodriguez Bank",Singapore,LOW,3,False,2026-06-08 12:00:00
ACC5407856339,Barbara Walker,Garcia-Moore Bank,United States,MEDIUM,1,False,2026-06-08 12:00:00
ACC3369305560,Angela Turner,Rodriguez Group Bank,United States,LOW,1,False,2026-06-08 12:00:00
ACC3469178881,Nancy Harris DVM,Ortiz and Sons Bank,Singapore,LOW,1,False,2026-06-08 12:00:00
ACC7227593033,Karl Burns,"Lowe, Watson and Reed Bank",United States,LOW,0,False,2026-06-08 12:00:00
ACC3524521602,Eric Christian,Atkins and Sons Bank,Singapore,LOW,1,False,2026-06-08 12:00:00
ACC4728940550,Margaret Phillips,"Miller, Smith and Williams Bank",India,MEDIUM,2,False,2026-06-08 12:00:00
ACC1707196784,Jason Hall,Bolton-Dawson Bank,UAE,MEDIUM,1,False,2026-06-08 12:00:00
ACC5633668009,Marie Hughes,Lam-Simpson Bank,Singapore,MEDIUM,1,False,2026-06-08 12:00:00
ACC2178758213,Peter Harris,Carter PLC Bank,UAE,MEDIUM,1,False,2026-06-08 12:00:00
ACC1662259333,Jonathan Pitts,Lee Inc Bank,United States,MEDIUM,1,False,2026-06-08 12:00:00
ACC4709911999,Travis Keith,Figueroa-Lin Bank,India,LOW,1,False,2026-06-08 12:00:00
ACC7752277876,Jennifer Bryant,"Pena, Williams and Harper Bank",United States,MEDIUM,0,False,2026-06-08 12:00:00
ACC7638204740,Elizabeth Hammond,Tucker-Sherman Bank,UAE,LOW,0,False,2026-06-08 12:00:00
ACC7039121410,Rebecca Nguyen,Klein-West Bank,United Kingdom,LOW,1,False,2026-06-08 12:00:00
ACC5973917657,Kathleen Simpson,Hendricks Ltd Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC5912019621,Jacob Brown,"Holt, Lopez and Buckley Bank",UAE,MEDIUM,2,False,2026-06-08 12:00:00
ACC2712474804,Drew Martinez,Huber and Sons Bank,UAE,MEDIUM,0,False,2026-06-08 12:00:00
ACC2370592316,Luis Johnson,Benson Group Bank,United Kingdom,LOW,2,False,2026-06-08 12:00:00
ACC2064803502,Christina Johnson,Berry-Anderson Bank,India,LOW,2,False,2026-06-08 12:00:00
ACC7937993287,Amanda Gallegos,"Reyes, Smith and Gomez Bank",Singapore,LOW,1,False,2026-06-08 12:00:00
ACC8392190335,Cynthia Reid,"Edwards, Lawson and Fletcher Bank",Singapore,LOW,3,False,2026-06-08 12:00:00
ACC7505693643,Devin Reyes,Vasquez-Moss Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC2033921654,Kaitlyn Barrett,Wright-Jones Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC6503383556,Kara Jones,Baker-Clark Bank,United States,MEDIUM,0,False,2026-06-08 12:00:00
ACC5756663747,Nathan Haley,"Alvarado, Morgan and Miller Bank",Singapore,LOW,1,False,2026-06-08 12:00:00
ACC8575707116,Jennifer Taylor,Burton PLC Bank,UAE,LOW,0,False,2026-06-08 12:00:00
ACC6131005449,Felicia Mccarthy,"Kelley, Nichols and Davis Bank",United States,LOW,0,False,2026-06-08 12:00:00
ACC7460728316,Susan Odom,Frederick-Landry Bank,United States,LOW,2,False,2026-06-08 12:00:00
ACC3624410325,Stacey Lynch,West Inc Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC9327720702,Jeffrey Melendez,"Crawford, Brown and Burke Bank",Singapore,LOW,1,False,2026-06-08 12:00:00
ACC1172893522,Bruce Castro,Mcconnell Group Bank,India,LOW,1,False,2026-06-08 12:00:00
ACC8747974356,Kyle Jones,"Johnson, Stephens and Guerra Bank",United States,LOW,1,False,2026-06-08 12:00:00
ACC5895322075,Joseph Carr,Bailey-Thompson Bank,United States,LOW,1,False,2026-06-08 12:00:00
ACC7581349462,Patrick Crane,Smith Group Bank,United States,LOW,2,False,2026-06-08 12:00:00
ACC5366422491,Wanda Turner,Stout-Mcbride Bank,UAE,MEDIUM,1,False,2026-06-08 12:00:00
ACC3702653209,Philip Cummings,Warren Inc Bank,United States,LOW,1,False,2026-06-08 12:00:00
ACC9810503338,Judy West,"Mckay, Thomas and Sanchez Bank",United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC2632905061,Linda Velazquez,Bryant Inc Bank,Singapore,LOW,1,False,2026-06-08 12:00:00
ACC4008714405,Brian Collier,Blevins-Wilson Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC2798647685,Wayne Ochoa,Hunt Inc Bank,United Kingdom,MEDIUM,1,False,2026-06-08 12:00:00
ACC4124168227,Rhonda Cain,Lucas-Jordan Bank,Singapore,MEDIUM,1,False,2026-06-08 12:00:00
ACC8139209752,Robert Reed,Ingram and Sons Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC6038780151,Justin Gutierrez,"Mcdonald, Hall and Johnson Bank",United States,LOW,2,False,2026-06-08 12:00:00
ACC3079537716,Michael Simpson,Bishop-Nunez Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC8322868827,Rebecca Wilson,Rose-Walker Bank,UAE,LOW,0,False,2026-06-08 12:00:00
ACC6469458472,Maria Macias,Cannon-Davis Bank,India,MEDIUM,0,False,2026-06-08 12:00:00
ACC9504724761,Amy Valentine,"Mccarthy, Dennis and Kelley Bank",UAE,LOW,0,False,2026-06-08 12:00:00
ACC4067213499,Jennifer Rowe,Campbell and Sons Bank,UAE,LOW,2,False,2026-06-08 12:00:00
ACC8504761698,Henry Miller,Arellano-Hester Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC2166605339,Cindy Wilson,Brown-Kirby Bank,India,MEDIUM,0,False,2026-06-08 12:00:00
ACC2027708670,Benjamin Underwood,"Lang, Goodman and Hampton Bank",India,MEDIUM,0,False,2026-06-08 12:00:00
ACC2000025413,Elizabeth Clark,"Garcia, Weiss and Stanley Bank",India,LOW,4,False,2026-06-08 12:00:00
ACC3028959334,John Robinson,Smith PLC Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC5973319056,Sara Lang,"Payne, Knapp and Gonzalez Bank",United Kingdom,LOW,1,False,2026-06-08 12:00:00
ACC6528675352,David Hancock,Klein-Harvey Bank,UAE,MEDIUM,3,False,2026-06-08 12:00:00
ACC4301648719,Alyssa Wagner,White-Taylor Bank,United States,LOW,1,False,2026-06-08 12:00:00
ACC5022964382,Denise Drake,Gray Group Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC4949801453,Michael Lyons,"Jefferson, Harris and Torres Bank",United Kingdom,LOW,1,False,2026-06-08 12:00:00
ACC1160916026,Donna Adams,Wood and Sons Bank,UAE,MEDIUM,1,False,2026-06-08 12:00:00
ACC6733962236,Mark Lloyd,Cook and Sons Bank,United Kingdom,MEDIUM,1,False,2026-06-08 12:00:00
ACC5031086659,Mark Wilson,Lyons and Sons Bank,United States,LOW,1,False,2026-06-08 12:00:00
ACC4473829163,Dustin Morales,"Velazquez, Robbins and Davidson Bank",UAE,LOW,1,False,2026-06-08 12:00:00
ACC8079331637,Steven Walls,Smith-Miller Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC8691288568,Michael Martinez,Webb Group Bank,United States,MEDIUM,0,False,2026-06-08 12:00:00
ACC9147736635,Brittney Tanner,"Duncan, Keller and Cannon Bank",United Kingdom,MEDIUM,1,False,2026-06-08 12:00:00
ACC1409675904,Kathy Lewis,"Marquez, Green and Savage Bank",Singapore,LOW,0,False,2026-06-08 12:00:00
ACC2065354117,Benjamin Turner,"Rose, Carr and Allison Bank",UAE,LOW,1,False,2026-06-08 12:00:00
ACC8532327465,Barry Ross,Johnson-Hayes Bank,UAE,LOW,0,False,2026-06-08 12:00:00
ACC3460489491,Sara Green,Glenn PLC Bank,UAE,MEDIUM,2,False,2026-06-08 12:00:00
ACC2014911848,Charles Higgins,Ramsey-Fischer Bank,India,LOW,3,False,2026-06-08 12:00:00
ACC6562144159,Jessica Johnson,Johnson Inc Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC5868640848,Kyle Rios,Phillips Group Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC7896596272,Richard Mullins,"Thompson, Harrison and Johnson Bank",United Kingdom,MEDIUM,0,False,2026-06-08 12:00:00
ACC9941564880,Kevin Sanchez,Horton-Davis Bank,United Kingdom,MEDIUM,0,False,2026-06-08 12:00:00
ACC3423086220,Timothy Robbins,"Orozco, Reyes and Ortiz Bank",India,MEDIUM,1,False,2026-06-08 12:00:00
ACC3304937838,Jon Morrow,Walters PLC Bank,Singapore,LOW,1,False,2026-06-08 12:00:00
ACC2897690739,Rachel Moore,Ellis-Zimmerman Bank,Singapore,MEDIUM,1,False,2026-06-08 12:00:00
ACC7487012742,Michael Ford,Carter-Villanueva Bank,India,LOW,1,False,2026-06-08 12:00:00
ACC7079202254,Elizabeth Perry,"Baldwin, Stark and Yang Bank",United States,LOW,0,False,2026-06-08 12:00:00
ACC5388470693,Monica Davis,Schmidt LLC Bank,UAE,LOW,2,False,2026-06-08 12:00:00
ACC3483827971,Eric Castillo,Pratt-Flores Bank,India,LOW,0,False,2026-06-08 12:00:00
ACC9863781331,Gina Lee,Wallace-Johnson Bank,India,LOW,1,False,2026-06-08 12:00:00
ACC3027530378,Sean Smith,Hall Ltd Bank,UAE,LOW,0,False,2026-06-08 12:00:00
ACC9434381915,Marcus Williams,"Hughes, Boone and Perkins Bank",UAE,LOW,0,False,2026-06-08 12:00:00
ACC6916301780,Eduardo Frost,Parker PLC Bank,India,MEDIUM,0,False,2026-06-08 12:00:00
ACC8989870040,Stephen Clark,"Weiss, Sullivan and Brock Bank",India,LOW,1,False,2026-06-08 12:00:00
ACC5203589186,Mark Miles,Kennedy Ltd Bank,India,LOW,1,False,2026-06-08 12:00:00
ACC1986399651,Anthony Brown,Bird-Hunt Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC4287754238,Stephen Miller,"Foster, Gonzales and Perez Bank",India,MEDIUM,0,False,2026-06-08 12:00:00
ACC1067198189,Joseph Thomas,Hudson LLC Bank,Singapore,LOW,1,False,2026-06-08 12:00:00
ACC5439176290,Sarah Howell,Ramos-Kennedy Bank,United States,MEDIUM,0,False,2026-06-08 12:00:00
ACC1209063208,Christopher Olson,"Hamilton, Anderson and Miller Bank",India,LOW,0,False,2026-06-08 12:00:00
ACC3318250726,Rebecca Hart,"Perkins, Craig and Bowman Bank",India,LOW,0,False,2026-06-08 12:00:00
ACC2242377075,Mary Perez,Martin LLC Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC8809893329,William Harris,Santana-Carrillo Bank,Singapore,LOW,1,False,2026-06-08 12:00:00
ACC3238756255,Elizabeth Smith,"King, Perkins and Riley Bank",United Kingdom,LOW,1,False,2026-06-08 12:00:00
ACC8210176888,Jared Hensley,"Walton, Kent and Walker Bank",United States,LOW,0,False,2026-06-08 12:00:00
ACC7547518979,Kayla Graves,Melton LLC Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC2616884203,Mark Cruz,Castillo Group Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC6262814762,Frederick Lewis,Benson-Adams Bank,Singapore,LOW,2,False,2026-06-08 12:00:00
ACC7710396573,Shawn Chase,Dickerson-Boyd Bank,United Kingdom,MEDIUM,2,False,2026-06-08 12:00:00
ACC2668247132,Phillip Howard,"Kelly, Hill and Nash Bank",UAE,LOW,1,False,2026-06-08 12:00:00
ACC2593765711,Robert Fowler,"Mcbride, Adams and Mccall Bank",United States,MEDIUM,0,False,2026-06-08 12:00:00
ACC5516315438,Matthew Turner,Williams-Taylor Bank,United Kingdom,MEDIUM,1,False,2026-06-08 12:00:00
ACC1312606333,Manuel Ford,Jones-Miller Bank,United States,MEDIUM,0,False,2026-06-08 12:00:00
ACC6227046160,Troy Rivers,"Reed, Horton and Sheppard Bank",Singapore,LOW,2,False,2026-06-08 12:00:00
ACC4904100195,Rebecca Morris,Gonzales-Edwards Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC6173344564,Diana Carroll,Kelly Ltd Bank,Singapore,MEDIUM,0,False,2026-06-08 12:00:00
ACC6510697299,Whitney Anderson,Miller-Morales Bank,United Kingdom,MEDIUM,0,False,2026-06-08 12:00:00
ACC6619630925,Leslie Hernandez,"Lambert, Garcia and Cochran Bank",UAE,MEDIUM,1,False,2026-06-08 12:00:00
ACC3001472250,Hannah Welch,Griffin Inc Bank,United Kingdom,LOW,1,False,2026-06-08 12:00:00
ACC6887132821,William Olson,"Rodriguez, Pierce and Stone Bank",United Kingdom,LOW,2,False,2026-06-08 12:00:00
ACC1626733282,Alexis Richmond,Moore-Perez Bank,UAE,MEDIUM,0,False,2026-06-08 12:00:00
ACC7088451458,Kathleen Johnson,Young-Brown Bank,Singapore,LOW,1,False,2026-06-08 12:00:00
ACC4579265601,Brandi Baker,Lee-Mercado Bank,United Kingdom,MEDIUM,1,False,2026-06-08 12:00:00
ACC8236361108,Jeffrey Chan,"Young, Taylor and Brown Bank",UAE,LOW,2,False,2026-06-08 12:00:00
ACC7402059279,Jordan Maynard,Johnston PLC Bank,Singapore,MEDIUM,0,False,2026-06-08 12:00:00
ACC1726990714,Crystal Green,Harrell PLC Bank,United States,LOW,1,False,2026-06-08 12:00:00
ACC5111301175,Matthew Beard,"Mills, Barnett and Wells Bank",United States,LOW,0,False,2026-06-08 12:00:00
ACC5322385617,John Mcneil,Davis Ltd Bank,Singapore,MEDIUM,1,False,2026-06-08 12:00:00
ACC4037270171,Marcia Mayo DDS,Gray-Parker Bank,India,LOW,0,False,2026-06-08 12:00:00
ACC2602884797,Rachel Romero,Simmons LLC Bank,United States,MEDIUM,0,False,2026-06-08 12:00:00
ACC3095318649,Lisa French,Bryant PLC Bank,India,MEDIUM,0,False,2026-06-08 12:00:00
ACC1050899550,Devin Parrish,Randolph and Sons Bank,United States,MEDIUM,0,False,2026-06-08 12:00:00
ACC9493209128,Herbert Bishop,Houston-Haley Bank,India,MEDIUM,1,False,2026-06-08 12:00:00
ACC8189916797,Joseph Patel,Moreno-Gardner Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC3252218154,Stacey Green,Garrett-Morgan Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC6817280229,Joan Moore,"Henry, Johnson and Beard Bank",United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC7038841740,Lisa Bryant,Cox Ltd Bank,United States,LOW,2,False,2026-06-08 12:00:00
ACC6265016831,Kathryn Miller,Tucker Ltd Bank,India,MEDIUM,0,False,2026-06-08 12:00:00
ACC1136083924,Stephanie Frost,"Green, Hoffman and Romero Bank",United Kingdom,LOW,1,False,2026-06-08 12:00:00
ACC3044426338,Brian Hunter,"Mora, Garza and Stone Bank",India,MEDIUM,0,False,2026-06-08 12:00:00
ACC8663837890,Bradley Thomas,Rivera PLC Bank,United States,LOW,1,False,2026-06-08 12:00:00
ACC4947728706,Nicole Williams,Powell and Sons Bank,Singapore,LOW,1,False,2026-06-08 12:00:00
ACC7729286656,Thomas Smith,Pearson PLC Bank,UAE,LOW,0,False,2026-06-08 12:00:00
ACC3826557688,David Woods,"Mack, Craig and Cole Bank",Singapore,LOW,0,True,2026-06-08 12:00:00
ACC8820716211,Casey Rogers,Smith LLC Bank,India,LOW,3,False,2026-06-08 12:00:00
ACC6719736115,Bailey Gordon,Johnson-Williams Bank,Singapore,MEDIUM,0,False,2026-06-08 12:00:00
ACC9479654136,David Martin,Long PLC Bank,India,LOW,0,False,2026-06-08 12:00:00
ACC4602080228,Shane Wagner,Thomas PLC Bank,UAE,MEDIUM,0,False,2026-06-08 12:00:00
ACC8617360361,Brenda Floyd,"Benson, Love and Anderson Bank",India,MEDIUM,0,False,2026-06-08 12:00:00
ACC9558091177,Holly Mcdowell,Brown Ltd Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC9337145038,Ashley Nguyen,Smith Ltd Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC8132531532,Mark George,Adams-Davis Bank,India,MEDIUM,0,False,2026-06-08 12:00:00
ACC1315708805,Mr. Robert Simmons,"Frost, Morgan and Briggs Bank",UAE,LOW,0,False,2026-06-08 12:00:00
ACC6968380957,William Dorsey,Romero Ltd Bank,UAE,LOW,1,False,2026-06-08 12:00:00
ACC9344950649,Ruth Gordon,Montes-Perry Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC1439080604,Toni Lopez,"Arias, Fisher and Smith Bank",India,LOW,2,False,2026-06-08 12:00:00
ACC7495883972,Brittany Henson,Blanchard Inc Bank,India,LOW,0,False,2026-06-08 12:00:00
ACC3380355948,Carolyn Potter,Graham Inc Bank,United States,MEDIUM,1,False,2026-06-08 12:00:00
ACC9004608615,Teresa Wells,Werner and Sons Bank,India,LOW,0,False,2026-06-08 12:00:00
ACC4346505855,Kristen Dunn,Ibarra-Jarvis Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC2635231601,Patricia Smith,"Green, Cooper and Williams Bank",Singapore,LOW,0,False,2026-06-08 12:00:00
ACC3117951204,Monique Martinez,Hamilton-Snow Bank,India,LOW,0,False,2026-06-08 12:00:00
ACC7103588071,Cindy Graves,Galvan-Baker Bank,United Kingdom,LOW,2,False,2026-06-08 12:00:00
ACC5055403877,Nicole Robinson,Johnson Inc Bank,United Kingdom,MEDIUM,1,False,2026-06-08 12:00:00
ACC2966500767,Bobby Torres,"Campbell, Brown and Anderson Bank",Singapore,LOW,0,True,2026-06-08 12:00:00
ACC6994451417,Brittney Gentry,Davis-Gallegos Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC6710338189,Andrew Harris,Petersen-Munoz Bank,UAE,LOW,0,False,2026-06-08 12:00:00
ACC5879617459,Elizabeth Fitzgerald,Chambers-Cochran Bank,UAE,MEDIUM,1,False,2026-06-08 12:00:00
ACC6157617867,Emily Hall,Wilson-Salazar Bank,UAE,LOW,1,False,2026-06-08 12:00:00
ACC9455610447,Kristen Barnett,Ford Group Bank,UAE,MEDIUM,1,False,2026-06-08 12:00:00
ACC6336171726,Eric Hughes,Clark-Gray Bank,United Kingdom,LOW,1,False,2026-06-08 12:00:00
ACC6982610835,Eric Marquez,Erickson-Glass Bank,India,MEDIUM,1,False,2026-06-08 12:00:00
ACC8418324922,Sarah Taylor,Boyer-Sawyer Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC8709662258,Richard Hughes,Barrera Inc Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC6334440295,Melissa Brown,Green-Boyd Bank,Singapore,MEDIUM,1,False,2026-06-08 12:00:00
ACC2619163247,Lucas Kennedy,Townsend LLC Bank,United Kingdom,MEDIUM,0,False,2026-06-08 12:00:00
ACC8265834251,Daniel Long,Santos Group Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC1364994639,Allison Chase,"Villanueva, Bailey and Gonzalez Bank",Singapore,MEDIUM,1,False,2026-06-08 12:00:00
ACC3631431563,Anthony Huber,Roberts-Johnson Bank,United States,MEDIUM,1,False,2026-06-08 12:00:00
ACC8527715219,Nicole Castillo,Blankenship PLC Bank,United Kingdom,LOW,0,True,2026-06-08 12:00:00
ACC2111272861,Dennis Smith,"Taylor, Hill and Smith Bank",United States,MEDIUM,1,False,2026-06-08 12:00:00
ACC3470617247,Lisa Steele,Foster Group Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC3149484176,Roberta Ray,Skinner-Reynolds Bank,UAE,LOW,0,False,2026-06-08 12:00:00
ACC6563839027,Heather Estes,"Hicks, Velazquez and Park Bank",India,LOW,0,False,2026-06-08 12:00:00
ACC4135973483,Cassandra Robinson,Sherman PLC Bank,UAE,LOW,1,False,2026-06-08 12:00:00
ACC4368413994,Jennifer Patterson,"Williamson, Smith and Ballard Bank",United States,LOW,0,False,2026-06-08 12:00:00
ACC5714255033,Ryan Williams,Rojas-Kelly Bank,United Kingdom,LOW,0,False,2026-06-08 12:00:00
ACC4052772528,Jason Garcia,"Rodriguez, Carr and Young Bank",India,LOW,1,False,2026-06-08 12:00:00
ACC5982744929,William Newman,Grant PLC Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC1792214339,Bethany Levine,Carson-Marshall Bank,United Kingdom,LOW,1,False,2026-06-08 12:00:00
ACC6142469284,Brian Gray,Meadows-Floyd Bank,United States,LOW,0,False,2026-06-08 12:00:00
ACC4026816435,Julie Bailey,Newman-Murray Bank,Singapore,LOW,0,False,2026-06-08 12:00:00
ACC9858643842,David Brown,"Booth, Walters and Mckinney Bank",India,MEDIUM,0,False,2026-06-08 12:00:00
