customer_id,customer_name,email,phone_number,date_of_birth,gender,account_number,account_type,account_open_date,account_age_days,nationality,country,city,address,occupation,annual_income,kyc_status,customer_risk_rating,previous_fraud_flag,fraud_incident_count,created_at,updated_at
CUST10031,Steven Farley,jessicacastro@example.com,936-216-4766x15795,1976-08-02,Female,ACT10000031,Checking,2025-09-29,252,Indian,India,Tinaborough,"98128 Hill Squares West Ashleyfurt, DC 16446",Applications developer,1740222.94,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10032,Lauren Smith,tammy14@example.org,971-943-7018x7825,2006-01-30,Male,ACT10000032,Checking,2022-12-02,1284,Indian,India,East Gary,"691 Dunn Gardens North Samanthaport, FM 49002",Medical sales representative,768041.21,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10033,Eric Jones,frank16@example.org,001-903-551-3797x307,1984-05-16,Female,ACT10000033,Savings,2023-11-13,938,Indian,India,North Crystalbury,"3684 Samantha Summit Apt. 093 Desireefort, WY 48521",Special educational needs teacher,3654625.63,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10034,Angela Robles,riverspaul@example.net,901-660-6428x7110,1950-08-18,Male,ACT10000034,Savings,2025-05-05,399,Indian,India,East Marc,"59280 Adrian Prairie New Mariaside, MH 26768",Make,1248739.22,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10035,Kristen Webb,roger60@example.com,(422)908-9590,1959-01-17,Male,ACT10000035,Savings,2024-07-01,707,Indian,India,Lake Diana,"92819 Benjamin Glens West Rachelport, VI 98959",IT technical support officer,2305109.62,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10036,Francisco Thomas,kwong@example.com,596.789.9958x706,1991-12-01,Other,ACT10000036,Savings,2024-10-26,590,Indian,India,Knightburgh,"325 Alan Knoll Port Christinaberg, AS 82234","Engineer, energy",1544316.7,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10037,Kathleen Arroyo,msmith@example.org,655.218.3317,1996-03-16,Other,ACT10000037,Checking,2024-01-16,874,Indian,India,North Alexisberg,"1999 Kevin Lights East Joannaville, MS 05311","Copywriter, advertising",4157842.27,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10038,Sean Rios,michelle57@example.net,+1-504-445-2230x79238,1969-12-20,Female,ACT10000038,Checking,2023-02-27,1197,Indian,India,South Melissa,"32084 Sampson Lights Kennedystad, SD 31962",Aeronautical engineer,1514956.91,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10039,Carla Meyer,perezcharlene@example.org,375-276-6246x8489,1977-11-15,Other,ACT10000039,Savings,2021-09-07,1735,Indian,India,Scottland,"PSC 2964, Box 0473 APO AA 36310","Doctor, hospital",3362617.59,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10040,Mary Fields DDS,chris00@example.com,279.333.5909,1962-06-02,Female,ACT10000040,Savings,2022-03-07,1554,Indian,India,New Stephanieview,"2433 Teresa Hill Christopherfurt, MI 55420","Scientist, clinical (histocompatibility and immunogenetics)",4490769.12,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10041,Karen Schultz,bergsarah@example.com,(548)495-0957x122,1971-12-10,Male,ACT10000041,Checking,2023-06-08,1096,Indian,India,Moraleschester,"2980 Foster Greens Chavezton, WV 05612",IT consultant,1672210.81,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10042,Earl Garcia,kingjessica@example.com,(536)474-9958,1987-01-25,Female,ACT10000042,Checking,2025-09-05,276,Indian,India,Dorothyfort,USNS Porter FPO AA 40405,Television camera operator,4400136.75,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10043,Jennifer White,sandrastewart@example.com,+1-357-567-4390x313,1965-11-13,Male,ACT10000043,Savings,2025-09-02,279,Indian,India,Summerfort,"6295 Bennett Hill Suite 900 Port Erictown, AK 95412","Psychotherapist, child",369064.29,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10044,Jerome House,mary96@example.org,+1-688-951-7658x37573,1953-04-13,Other,ACT10000044,Savings,2021-08-24,1749,Indian,India,East Julianport,"24494 Peter Spring Christinefort, VT 11027",Logistics and distribution manager,324938.17,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10045,Carlos Cook,monicasanchez@example.org,+1-979-600-6223x4598,1989-06-04,Female,ACT10000045,Checking,2022-02-08,1581,Indian,India,East Rogermouth,"68167 Jonathan Stream Woodsmouth, KS 64769","Loss adjuster, chartered",1688705.22,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10046,Julian Bell,lindaanderson@example.com,986-379-5834,1987-12-04,Male,ACT10000046,Checking,2024-10-13,603,Indian,India,New Johnview,"0381 Kim Estates Apt. 860 Aaronstad, MH 98184",Civil Service fast streamer,1964151.83,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10047,Tony Davies,lesterduane@example.com,290-682-4838,1964-10-25,Male,ACT10000047,Savings,2022-08-08,1400,Indian,India,Michelleside,"74176 Brittany Drive New Travis, VI 58023",Ecologist,484870.54,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10048,Jacob Garcia,johnsmith@example.com,+1-758-628-5566x911,1991-04-22,Other,ACT10000048,Savings,2026-03-24,76,Indian,India,West Stephanie,"8702 Morris Ridge Suite 476 Matthewview, SC 38562",English as a second language teacher,1417123.93,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10049,Robert Lewis,kyleperkins@example.com,997-476-1985x4759,1972-04-11,Other,ACT10000049,Checking,2021-11-10,1671,Indian,India,Keithbury,"13774 Holly Heights North Scottborough, AL 38920","Designer, textile",345985.77,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10050,Michael Johnson,moodystephanie@example.net,573-409-5751x73245,1969-05-22,Male,ACT10000050,Checking,2023-09-01,1011,Indian,India,Cochranbury,"6060 Michelle Islands Suite 496 Gonzalezburgh, ME 92195",Make,4451433.8,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10051,Matthew Armstrong,nancy88@example.net,317.858.1256x09375,1996-04-26,Other,ACT10000051,Checking,2026-04-23,46,Indian,India,West Cynthia,"133 Brian Row Suite 935 Patrickside, GA 09845",Structural engineer,901282.06,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10052,Brent Hunter,arthur71@example.org,963-201-9229x75010,1954-01-01,Other,ACT10000052,Savings,2024-04-21,778,Indian,India,Ryanmouth,"132 Preston Union New Alex, WY 25930",Television/film/video producer,1723658.95,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10053,Nathan Flynn,davisjoy@example.net,(556)284-0624x4736,1980-06-29,Female,ACT10000053,Savings,2022-07-18,1421,Indian,India,Lopezberg,"8622 Christopher Mountain Bautistamouth, CA 48689",Graphic designer,3223677.99,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10054,Sherri Figueroa,david54@example.com,685.804.7841x1647,1967-12-13,Male,ACT10000054,Checking,2025-09-24,257,Indian,India,Andersontown,"7453 Jennifer Land Suite 103 New Jane, FL 54162",Chief Executive Officer,4370538.41,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10055,Jack Mayo,sheriwoods@example.net,(783)368-9129x524,1997-08-06,Other,ACT10000055,Savings,2026-04-22,47,Indian,India,Turnertown,"700 Ford Falls West Deniseborough, GA 70263",Administrator,480591.26,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10056,Brittany Baker,jonathan57@example.net,(879)770-9869,2000-07-25,Female,ACT10000056,Savings,2026-01-23,136,Indian,India,Port Travis,"8817 Whitney Loop New Connieville, SD 17659",Armed forces operational officer,3078662.12,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10057,Tommy Mack,andrewguerra@example.org,5539839593,1953-10-23,Other,ACT10000057,Checking,2024-05-23,746,Indian,India,Cookfurt,"61823 Winters Knolls Washingtonside, FL 69329",Sub,484147.94,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10058,Jennifer Solis,marcus67@example.net,(999)415-4439x4960,1977-09-05,Other,ACT10000058,Savings,2025-08-22,290,Indian,India,East Joelchester,"4292 Valentine Mission Suite 634 Hansenfort, NC 29573",Automotive engineer,3212640.32,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10059,Mary Blackwell,ramirezjulie@example.com,(838)537-0615x51168,1980-10-22,Other,ACT10000059,Checking,2022-11-28,1288,Indian,India,North Rachel,"3714 Thornton Coves New Daniel, HI 07123",Theme park manager,822294.04,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10060,Jason Marshall,vasquezsara@example.net,933.980.9220x798,1978-08-19,Other,ACT10000060,Checking,2023-12-19,902,Indian,India,Thompsonland,"8451 Zachary Crescent Suite 912 Faulknerside, WY 95689","Engineer, communications",3317138.3,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10061,Mary Berry,freemanjessica@example.net,+1-994-977-6654x96003,2006-11-01,Other,ACT10000061,Savings,2023-07-02,1072,Indian,India,Lake Brett,"6854 Short Locks Suite 351 North Courtney, IL 02525",International aid/development worker,2523448.58,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10062,Shannon Rice,nicole47@example.net,8166952223,1960-06-30,Female,ACT10000062,Savings,2025-09-20,261,Indian,India,North Sarah,"6981 Michelle Lights Suite 247 South Angelica, NY 79459","Administrator, Civil Service",4417473.81,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10063,Stephanie Woods,andrew75@example.org,964.640.4665x2186,1954-09-19,Other,ACT10000063,Savings,2025-12-26,164,Indian,India,South Diamond,"2355 Stewart Highway Suite 624 Cantrellbury, PA 26008",Teaching laboratory technician,927513.84,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10064,Matthew Briggs,steelewilliam@example.org,415-269-6884x372,2004-12-16,Female,ACT10000064,Checking,2024-05-25,744,Indian,India,North Annette,"9103 Kimberly Pine Daviston, NE 05008",Orthoptist,1622568.77,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10065,Ms. Kimberly Obrien,vwilliams@example.com,335-595-9344,1979-02-08,Male,ACT10000065,Checking,2024-09-18,628,Indian,India,Courtneybury,"7343 Kelly Land Apt. 628 Michaelstad, CT 07207","Designer, fashion/clothing",4371931.37,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10066,Jason Ramirez,fchandler@example.com,(304)432-5322x1384,1951-06-24,Female,ACT10000066,Checking,2024-04-11,788,Indian,India,Christopherland,"845 Luis Corners Millerberg, IL 33141","Editor, magazine features",1600307.07,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10067,Brenda Nash,amanda64@example.com,(979)832-6550,1966-09-17,Female,ACT10000067,Checking,2023-05-18,1117,Indian,India,Rosariofurt,"198 Rubio Roads Suite 370 Davisview, MA 54683",Architect,1544597.3,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10068,Catherine Joseph,juliawilliams@example.org,(400)795-1447x979,2002-11-26,Female,ACT10000068,Checking,2023-09-07,1005,Indian,India,Leechester,"796 Higgins Grove Suite 714 North Josephhaven, TN 13298","Engineer, biomedical",850543.68,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10069,Kimberly Mckinney,catherine21@example.org,+1-412-601-4369,1992-10-17,Female,ACT10000069,Savings,2025-01-09,515,Indian,India,East Ericville,"166 Jordan Heights Apt. 969 East Debra, RI 52034",Adult nurse,414127.19,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10070,Donald Mcguire,smithbrandon@example.net,899-381-0954x19836,1956-02-20,Other,ACT10000070,Checking,2021-11-09,1672,Indian,India,Danielshire,"7415 Jacob Neck Gamblemouth, NH 90169",Press photographer,584976.5,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10071,Brian Snyder,brownryan@example.com,001-323-390-5670x6646,1981-01-30,Other,ACT10000071,Checking,2022-01-27,1593,Indian,India,East Kaylabury,"1672 Flores Causeway Hernandezville, IN 61082",Lawyer,2077273.87,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10072,Kyle Newton,amberwall@example.com,7032057339,1978-06-24,Female,ACT10000072,Checking,2023-10-13,969,Indian,India,East Krystal,"96541 Mitchell Ports Emmatown, WV 44121",Art gallery manager,1756816.21,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10073,Erica Ruiz,jeffrey79@example.com,+1-685-892-6239x505,1980-12-26,Male,ACT10000073,Savings,2024-08-11,666,Indian,India,Christineburgh,"09475 Shelby Lane Mooreview, OH 54813",Academic librarian,841583.9,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10074,Andrew Smith,romanmario@example.com,+1-869-771-2060x4989,1957-10-09,Male,ACT10000074,Checking,2021-10-29,1683,Indian,India,Diazstad,"18299 Michelle Ranch South Jonathan, NE 36594",Banker,1330238.81,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10075,Jennifer Patterson,pstrickland@example.org,511.706.5652x002,1977-05-31,Female,ACT10000075,Savings,2022-03-20,1541,Indian,India,Johnsonshire,"717 Eric Lock Suite 177 New Marymouth, WA 68540",Illustrator,537780.5,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10076,Alex Hernandez,moranvicki@example.com,(525)221-1926,1998-04-08,Other,ACT10000076,Savings,2023-02-19,1205,Indian,India,South Jennifer,"47006 Leslie Station Suite 800 Berryland, SC 96766","Engineer, civil (consulting)",1197935.46,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10077,Kelly Mendoza,andreasmith@example.com,664-578-6210,1967-06-02,Female,ACT10000077,Checking,2022-01-17,1603,Indian,India,Williamville,"939 Victor Parkways Sallyport, ME 38349",Trade mark attorney,1641135.2,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10078,Kent Garcia,halesamuel@example.net,769.673.2575x72249,1961-03-01,Other,ACT10000078,Checking,2024-08-03,674,Indian,India,West Timothy,"83300 David Forges South Williamberg, OK 25694",Event organiser,3485579.33,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10079,Wendy Wright MD,williamwright@example.com,670-240-8640,1953-11-22,Other,ACT10000079,Savings,2025-07-24,319,Indian,India,North Rodney,"628 Wheeler Loaf Apt. 424 Brewerborough, WA 62556",Speech and language therapist,3859972.09,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10080,Catherine Henderson,cblake@example.com,984.747.1244x302,1992-10-22,Male,ACT10000080,Savings,2025-11-18,202,Indian,India,Josephport,"PSC 3987, Box 2892 APO AA 54240",Police officer,1686410.44,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10081,Travis Ortiz,eric14@example.org,(224)647-8645x409,1973-11-11,Male,ACT10000081,Checking,2022-12-20,1266,Indian,India,Lake Williamchester,"8237 Deborah Shore Apt. 290 Sallychester, NE 38480",Tourist information centre manager,4000648.54,PASSED,HIGH,True,4,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10082,Sandra Nelson,lukeswanson@example.net,001-736-624-5813x97971,1971-02-19,Other,ACT10000082,Savings,2025-12-28,162,Indian,India,South Kimberlyhaven,"8258 Dixon Lodge Suite 912 North Amyville, MN 96112","Engineer, electronics",1963149.91,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10083,William Pacheco,omar46@example.org,+1-248-866-5388x14422,1981-03-30,Other,ACT10000083,Savings,2021-10-23,1689,Indian,India,North Darrellville,USNV Church FPO AP 90009,"Librarian, academic",506539.32,PASSED,HIGH,True,2,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10084,Stephen Taylor,gamblebrandon@example.org,(361)351-6452,1996-08-12,Other,ACT10000084,Savings,2022-04-29,1501,Indian,India,Karinaton,"0723 Jefferson Walk Apt. 977 Hannahview, OH 57352",Web designer,3859772.87,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10085,Jerry Simmons,gwillis@example.com,509.608.5989x2811,1987-02-10,Female,ACT10000085,Checking,2021-10-10,1702,Indian,India,East Tina,USCGC Crawford FPO AA 55309,Clinical research associate,3893262.46,PASSED,HIGH,True,1,2026-06-08 12:00:00,2026-06-08 12:00:00
CUST10086,Donald Coleman,newmandeborah@example.com,280-713-7420x065,1990-05-23,Male,ACT10000086,Checking,2022-11-20,1296,Indian,India,Bradybury,"345 Patricia Flat Suite 227 Michaelburgh, ND 79613","Optician, dispensing",407240.43,PASSED,HIGH,True,3,2026-06-08 12:00:00,2026-06-08 12:00:00
