customer_id,customer_name,email,phone_number,date_of_birth,gender,account_number,account_type,account_open_date,account_age_days,nationality,country,city,address,occupation,annual_income,kyc_status,customer_risk_rating,previous_fraud_flag,fraud_incident_count,created_at,updated_at
CUST_5640725dd08d,Ann Larson DDS,alexandrabutler@example.org,875-873-6967,1978-10-26,Other,AC100000015,Current,2023-11-04,947,Indian,India,South Mary,USNV Dillon FPO AA 93500,Quantity surveyor,3785666.3,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_055586d037cb,Richard Evans,umartinez@example.net,001-531-995-1937x8354,1960-01-19,Male,AC100000016,Current,2022-06-13,1456,Indian,India,West William,"19031 Jackson Drives Holtborough, PA 06784",Photographer,636365.18,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_3b936ae740a9,Heather Rollins,caseywright@example.net,365.380.8278x4549,1970-05-30,Male,AC100000017,Current,2021-03-09,1917,Indian,India,Lake Kaitlin,"7587 Kelsey Ridge Kaitlyntown, CO 64635",Primary school teacher,3062763.35,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_1b016c35c3af,Crystal Russell,tmcfarland@example.net,911.224.3669,1976-08-07,Female,AC100000018,Current,2026-04-27,42,Indian,India,North Emily,"34827 Mendoza Junction Port Jamesland, PR 32272",Writer,4861176.21,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_de5f830488ef,David Fox,madison80@example.com,001-293-930-5952x116,1947-10-06,Other,AC100000019,Current,2020-09-12,2095,Indian,India,East Susan,"8612 Craig Village Lake Ashley, RI 67631",IT trainer,3889273.92,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_54a722c3b671,Barbara Suarez,christopher47@example.net,6413010736,1982-02-26,Male,AC100000020,Current,2022-07-12,1427,Indian,India,East Molly,"752 Chandler Meadow Jonesbury, TX 39312",Patent attorney,215577.52,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_dc943b96623c,Kyle Jordan,ilindsey@example.com,(685)935-9722,1947-01-15,Male,AC100000021,Current,2019-11-20,2392,Indian,India,South Vincentville,USCGC Reed FPO AP 96511,"Engineer, manufacturing systems",4240012.87,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_57168f054939,Brianna Jackson,bryansusan@example.com,514-647-6062x0257,1963-11-26,Male,AC100000022,Savings,2021-01-07,1978,Indian,India,Port Lisaport,"674 Lyons Alley South Billy, KS 79746","Scientist, research (maths)",3074934.01,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_fe032a3dd2e6,Elizabeth West,whitestephen@example.org,001-623-625-6238x626,1946-07-13,Female,AC100000023,Current,2018-12-16,2731,Indian,India,Port Keith,"2777 Black Spurs Suite 344 Millerstad, DE 88052",Applications developer,1349371.09,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_88d02efacfea,Michael Mccoy,elizabethfields@example.com,001-961-447-4687x56767,1990-07-01,Female,AC100000024,Savings,2022-03-20,1541,Indian,India,Helenbury,"698 Daniel Walks Suite 995 East Victorbury, ND 08337","Engineer, biomedical",4894325.57,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_5412fe0bdf52,Michael Leonard,ewood@example.net,933.984.0507x57473,1979-01-12,Other,AC100000025,Savings,2018-01-10,3071,Indian,India,New Ryan,"20924 Katherine Knoll Apt. 316 South Christinatown, ME 65942",Catering manager,1472271.82,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_bbb901d0c15e,Jacob Anderson,katherinethompson@example.net,980-899-8001,1956-05-03,Other,AC100000026,Savings,2024-06-08,730,Indian,India,Gabrielachester,"03098 Sara Rapids Suite 343 Moniquechester, WA 11961",Theatre stage manager,3622155.07,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_5211eed4cd51,Christine Hodge,sjordan@example.com,(618)812-6590,1984-06-21,Other,AC100000027,Current,2023-11-30,921,Indian,India,Kathleenberg,"796 Diaz Knolls Apt. 619 East Robin, AK 25427","Copywriter, advertising",780820.14,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_3f2174d0e516,Nicholas Jackson,melissareyes@example.com,(481)804-6689,1975-11-23,Other,AC100000028,Savings,2021-11-08,1673,Indian,India,Stephanieshire,"8656 Jackson Union Port Anthony, MN 82492",Radiation protection practitioner,3024512.55,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_fcbd16a99141,William Herrera,dnelson@example.com,368-899-8727x69312,1950-04-18,Male,AC100000029,Savings,2021-02-12,1942,Indian,India,South Benjamin,"PSC 9280, Box 2954 APO AA 80808",Management consultant,523521.57,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_3b8413e9fd74,Brittany Miller,obryant@example.org,297-427-5883,1950-09-25,Male,AC100000030,Current,2022-06-09,1460,Indian,India,Leahview,"09817 Anna Field Suite 379 Bauerfurt, MI 37692",Telecommunications researcher,3411093.34,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_56238d344e2f,Crystal Taylor,carterlatoya@example.com,+1-871-593-4945x39905,2007-11-13,Other,AC100000031,Current,2019-12-17,2365,Indian,India,Ashleyville,"92514 Andre Fall Apt. 410 West Dustin, CO 43954","Embryologist, clinical",1366386.76,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_3ccf72a8a057,Michael Carroll,greenmisty@example.com,848.658.9043,1947-09-02,Male,AC100000032,Current,2025-06-04,369,Indian,India,Lake Kimberly,"1584 Jonathan Manors Apt. 674 South Meganview, MT 77205",Early years teacher,1900628.32,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_03f94b911937,Brandon Davis,mwebb@example.com,(269)405-7200,1966-11-13,Male,AC100000033,Savings,2018-09-18,2820,Indian,India,Kimside,Unit 4464 Box 2839 DPO AA 74185,"Therapist, speech and language",490940.84,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_4cf7199411c6,Joseph Petty,beth53@example.org,325.469.3651,1994-12-09,Male,AC100000034,Current,2016-10-29,3509,Indian,India,Ashleyfurt,"256 Debra Trail Apt. 554 New Jeffrey, FM 96145",Risk analyst,872875.03,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_42672896b8b1,Benjamin Bryan,jeffreysmith@example.com,(567)488-9052,1948-05-25,Male,AC100000035,Current,2019-09-25,2448,Indian,India,West Penny,"5001 Calderon Bypass Apt. 914 Tylerburgh, NC 03349",Public librarian,4078506.77,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_27c68a7cb19e,Amanda Chen,mhernandez@example.net,+1-776-642-7689x0671,1976-04-08,Other,AC100000036,Savings,2025-08-12,300,Indian,India,Lake Christian,"6783 Michael Plaza Suite 960 Jessicaport, AK 08771",Higher education careers adviser,4851182.03,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_ee1d81e6b9bd,Douglas Romero,matthewsalas@example.org,517.747.0881x640,1946-08-12,Female,AC100000037,Savings,2023-10-03,979,Indian,India,Martinchester,USS Stone FPO AP 82040,"Engineer, energy",4350321.89,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_35a37b0602b1,John James,wboyle@example.com,(415)579-0532x71820,1974-09-17,Female,AC100000038,Current,2021-06-01,1833,Indian,India,West Patriciabury,USS Le FPO AP 16765,"Designer, industrial/product",4647286.75,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_baa14aeabdd9,Tiffany Jones,robertdunn@example.org,(665)219-6863x0357,1986-06-23,Other,AC100000039,Current,2020-02-25,2295,Indian,India,Chenfurt,"15012 Greg Island Lake Raymondside, VA 03224",Psychotherapist,943024.76,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_bcac880bb992,Matthew Gonzales,johnclark@example.org,494.471.6785,1967-06-07,Other,AC100000040,Savings,2026-03-10,90,Indian,India,North Erin,"52317 Timothy Orchard Elizabethside, AK 59898",Systems developer,3790282.69,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_f7157ef468e0,Stephanie Smith,eroberson@example.org,545.652.2763x423,1999-07-19,Other,AC100000041,Savings,2026-03-29,71,Indian,India,West Kevin,"0264 Garcia Place Suite 013 Danielleview, NV 85699",Town planner,473021.98,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_9d7f48920e97,Nancy Scott,brittanylane@example.com,(593)615-8638,1983-05-10,Male,AC100000042,Savings,2021-08-05,1768,Indian,India,South Veronica,"455 Weiss Run Martinhaven, WV 40067",Insurance underwriter,2138122.65,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_00e349d7197e,Ashley Morgan,scottanderson@example.org,001-243-240-6127x02204,1963-05-15,Female,AC100000043,Current,2024-01-16,874,Indian,India,Brownmouth,"316 Ward Lane Apt. 359 Kruegerview, AL 90573",Insurance account manager,4686590.04,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_e8683e6afd14,David Hudson,lori38@example.net,(610)214-3625x958,1962-12-29,Female,AC100000044,Savings,2021-02-06,1948,Indian,India,Daughertyhaven,"0195 Lowe Ridges Hansenmouth, IA 31397",Tourist information centre manager,3424113.07,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_23a8e691eaa0,Dana Craig,landerson@example.com,(237)868-7841,1994-11-04,Male,AC100000045,Savings,2025-07-03,340,Indian,India,Lake Seth,"38003 Smith Crest Apt. 739 East Janet, LA 04498","Psychologist, prison and probation services",2399770.51,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_e45f90e00cd7,Danielle Stein,jwilliams@example.net,001-842-746-9865,1954-03-17,Other,AC100000046,Current,2024-09-04,642,Indian,India,Lake Amanda,Unit 5262 Box 0864 DPO AP 36626,"Scientist, research (physical sciences)",835791.54,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_9eed39458d82,John Ball,brian56@example.net,599-764-4494x7423,1988-10-06,Female,AC100000047,Current,2020-03-22,2269,Indian,India,New Evanstad,"8966 Paul Corners New Nicholechester, NJ 86900",Legal secretary,957184.8,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_743754cecee8,Tyrone Davis,munozkevin@example.net,(430)364-7905x73163,1973-02-16,Other,AC100000048,Current,2026-04-15,54,Indian,India,East Tiffany,Unit 8004 Box 4450 DPO AE 78597,Immigration officer,4672428.99,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_fd05aab6ded7,Jennifer Foster MD,smithtommy@example.com,(820)738-4341x2403,1949-02-04,Male,AC100000049,Savings,2022-11-16,1300,Indian,India,West Elizabeth,"20449 Clinton Oval Apt. 131 Debbiechester, MI 85538",Immunologist,1507271.42,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_ee0a10d1683e,Christopher Keith,vsims@example.net,788.572.2715,1978-06-25,Other,AC100000050,Current,2026-03-24,76,Indian,India,New Robert,"990 Devon Tunnel East Robert, MS 06807","Psychologist, occupational",2625963.48,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_4bc747d05dec,Amanda Castillo,benjaminthompson@example.org,001-240-686-0980x62192,1955-09-16,Female,AC100000051,Current,2022-05-09,1491,Indian,India,Prattport,"52836 Dawn Ranch Dixonport, IL 54805",Medical secretary,411616.46,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_a629be33ed14,Jennifer Wallace,weeksmarilyn@example.com,398.659.9439x946,1964-12-16,Female,AC100000052,Savings,2021-02-03,1951,Indian,India,Stantonstad,"068 Wood Land Suite 194 South Joannatown, MT 87923",Chartered management accountant,3757908.36,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_336efb3cb4ca,John Stone,bruce40@example.net,(848)253-7559x9047,1951-02-03,Other,AC100000053,Savings,2020-04-09,2251,Indian,India,East Shari,Unit 4546 Box 6246 DPO AP 74931,Actor,2818833.39,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_f22511955cf8,Elizabeth Deleon,cunninghamross@example.net,(376)339-0771,1969-07-30,Male,AC100000054,Current,2025-08-13,299,Indian,India,Cookmouth,"0347 Alyssa Dale Suite 113 South John, DE 11310",Sports administrator,1950327.27,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_4a23e602cbfd,Cassandra Hunter,davidjohnson@example.net,001-391-571-4259x8690,2003-02-12,Male,AC100000055,Savings,2020-08-02,2136,Indian,India,Andrewberg,"320 Allison Points Colemanville, AZ 43048",Quality manager,1897657.45,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_501ae4d4f2d8,Richard Sanders,omcdowell@example.net,+1-840-895-4183x88516,1997-08-31,Male,AC100000056,Savings,2017-08-20,3214,Indian,India,West Robin,"23847 Garcia Meadow Josephbury, RI 88171",Aeronautical engineer,4885788.96,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_be5d7a911e9b,Christopher Mullins,dherrera@example.org,257-708-7810,1956-11-12,Other,AC100000057,Current,2023-11-24,927,Indian,India,New Michael,"2034 Elizabeth Springs North Keithmouth, PW 02454",Optometrist,3955455.18,Pending,HIGH,True,2,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_12ec8ba2218e,Ashley Shaffer,matthewsmith@example.net,+1-994-430-2707,2000-04-14,Other,AC100000058,Savings,2020-01-07,2344,Indian,India,North Sarahland,"5727 Jacobson Highway Suite 741 Ginaton, WV 90518",Corporate treasurer,2036200.27,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_bf431137fbbb,Brittany Rice,whitakerjoseph@example.com,001-599-238-3683x45837,1980-10-29,Female,AC100000059,Current,2019-08-07,2497,Indian,India,South Nicoleville,"156 Garrett Trail Apt. 545 Goldenberg, ID 28817",Animator,1664916.16,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_b258b558ed33,Michelle Buchanan,ashley41@example.net,442-765-4886,1959-06-26,Male,AC100000060,Current,2017-01-01,3445,Indian,India,New Tyler,"5109 Lee Mountain Suite 771 Lake Robertborough, NV 65487","Designer, ceramics/pottery",1775657.37,Verified,HIGH,True,3,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_2a65bd0ec0f3,Richard Walker,harry84@example.org,(337)609-6983x57393,1995-08-28,Other,AC100000061,Current,2016-06-28,3632,Indian,India,South John,"42696 Soto Isle Apt. 566 Rachelburgh, HI 21636",Industrial/product designer,3461686.97,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_fcc83ebebde9,Katherine Gordon,svaldez@example.org,001-205-654-0955,1994-12-31,Female,AC100000062,Savings,2021-02-14,1940,Indian,India,Matthewville,"86468 Young Parkways Apt. 378 West Edwin, AS 09402",Newspaper journalist,2986830.72,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_8d46f02f576c,Frank Bass,karen27@example.net,372-886-3167,1979-05-28,Female,AC100000063,Current,2022-12-04,1282,Indian,India,South Angelaton,"8096 Serrano Spur Suite 996 Connerburgh, FL 42622",Research scientist (maths),3697016.29,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_709fadf787f8,Donna Miller,cindy81@example.com,001-602-411-9997,1998-03-25,Other,AC100000064,Savings,2021-05-31,1834,Indian,India,New Jorgeborough,"973 Rachel Fort South Ryan, VT 95834",Colour technologist,2048938.08,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_5946f5b1df61,Kayla Harris,jessicamelton@example.com,935-899-7618x98128,1954-10-28,Female,AC100000065,Savings,2025-05-21,383,Indian,India,Nicoleshire,USNS Salazar FPO AE 50306,Chief Technology Officer,2695617.67,Verified,HIGH,True,3,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_ae68d6f6cbfc,Michelle Lee,debragill@example.com,+1-610-767-2187,2006-12-28,Other,AC100000066,Current,2020-05-06,2224,Indian,India,South Sandra,"7488 James Course Suite 964 Reneemouth, AZ 06175",Chief Strategy Officer,3191145.97,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_96c8d6286c05,Alvin Knapp,currymichael@example.org,533-297-4033,1950-02-06,Other,AC100000067,Current,2017-05-25,3301,Indian,India,Thomasstad,"38045 Seth Pike Suite 031 Joneshaven, AL 22717",Hydrogeologist,1765677.94,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_b1dbdc2a3fdb,Theodore Martinez,rickey55@example.org,001-767-841-3730x48049,1955-08-22,Other,AC100000068,Current,2023-08-23,1020,Indian,India,East Jeannebury,"8120 Roberto Turnpike East Sara, IA 86461",Health physicist,3451126.14,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_73e6f99ff909,Michael Barron,sellersmatthew@example.org,341-479-1134x8694,1980-07-30,Male,AC100000069,Current,2020-06-08,2191,Indian,India,Simmonstown,"0898 Hart Roads Thomasbury, CA 35482",Medical laboratory scientific officer,1577185.84,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_60795e7723e8,Dr. Lisa Bell,brett19@example.net,914.600.0107,1968-02-23,Female,AC100000070,Savings,2023-01-08,1247,Indian,India,Lynnland,"969 Woodward Village Reynoldsview, NY 92916","Scientist, research (physical sciences)",2653635.18,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_8c1aeb5ec645,Thomas Browning,krystalsmith@example.net,001-515-681-3552,2002-09-02,Other,AC100000071,Current,2018-01-18,3063,Indian,India,South Christopherfurt,"0347 Edward Orchard Apt. 866 Alyssaberg, MS 26932","Surveyor, building",648258.56,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_969781431727,Micheal Robinson,cheryl84@example.com,403.211.2876x64345,1956-02-04,Male,AC100000072,Savings,2022-09-28,1349,Indian,India,Larrymouth,"PSC 1840, Box 4148 APO AE 47891",Financial controller,317241.86,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_bfdbb07e9078,Melvin Harrison,lopezsharon@example.org,(566)279-9294x65458,1974-09-06,Male,AC100000073,Current,2023-02-05,1219,Indian,India,Taraland,"159 Mark Port Suite 848 Lindabury, MD 31465",Press sub,2189316.85,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_205e3989505c,Joseph Ward,hernandezjoseph@example.net,631-427-8402,1986-06-19,Male,AC100000074,Savings,2018-08-25,2844,Indian,India,Colleenbury,"697 Johnson Lights Apt. 123 Lake Zoefurt, SD 35964",Equities trader,3349078.45,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_75c1aa170c91,Clifford Armstrong,morrisshannon@example.net,3453037690,1978-07-02,Male,AC100000075,Savings,2023-12-26,895,Indian,India,Lynchshire,"16123 Cunningham Key Fergusonbury, VA 61295","Engineer, materials",4059727.31,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_17e11bac351a,Edward Salazar,lindseyhebert@example.com,997.377.4526,1998-09-06,Male,AC100000076,Current,2018-12-16,2731,Indian,India,East Jamesstad,"41899 Jonathan Grove Matthewberg, NV 44140",Herbalist,840027.71,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_710157d6aa27,Gabriela Yates,katelyn70@example.com,(632)251-8121,1978-01-29,Female,AC100000077,Current,2019-11-08,2404,Indian,India,West Tashaburgh,"51825 Booker Ridges Apt. 567 Matthewport, ND 74631",Visual merchandiser,4186732.01,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_55a154bfdabe,Alison Lee,deanstephanie@example.com,(305)419-5698x42780,2005-07-23,Female,AC100000078,Current,2016-08-03,3596,Indian,India,New Cameronland,"277 Rodney Plains Suite 387 Dixonstad, RI 57054",Social worker,1444119.43,Verified,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_b05d1b0447a9,Anthony Hill,lkeller@example.com,001-742-990-7204x67885,1997-05-10,Other,AC100000079,Current,2017-11-21,3121,Indian,India,Lake Ronnie,"10057 Miller Harbors East Lisaborough, WA 62901",Barista,3208392.5,Pending,MEDIUM,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_87d31bdc9b4f,Rita Ferrell,ogood@example.com,9653817862,1966-11-09,Female,AC100000080,Savings,2021-10-08,1704,Indian,India,North Aprilton,"093 Melvin Crossroad Suite 845 Riveratown, WA 44700","Horticulturist, amenity",1504232.51,Pending,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
CUST_5ac6904b73f6,Joshua Watson,briankirby@example.com,(820)445-9212x253,1977-06-06,Male,AC100000081,Current,2017-04-24,3332,Indian,India,Tinaside,"2000 Jones Shore Suite 980 North Suzanne, HI 62390",Electrical engineer,3530959.1,Verified,LOW,False,0,2026-06-08 20:07:51.071977,2026-06-08 20:07:51.071977
